scenario,sam_util,yh_util,yd_util,ys_util,gen_sam,gen_yh,gen_yd,gen_ys,gen_bd,SOx_total,NOx_total,dust_total,social_cost_krw,gen_cost_krw,total_cost_krw
S0_normal,0.576,0.691,0.675,0.548,23373.0,56437.0,4440.0,7400.0,14955.0,20837.0,29020.0,6621.0,77329884.0,7774201042.0,7851530927.0
S0_normal,0.538,0.65,0.9,0.84,21839.0,53056.0,5921.0,11354.0,14437.0,20288.0,29164.0,6595.0,77342459.0,7753107611.0,7830450070.0
S0_normal,0.651,0.816,0.675,0.548,26442.0,66582.0,4440.0,7400.0,1742.0,21338.0,28420.0,7995.0,77359147.0,7047482881.0,7124842028.0
S0_normal,0.538,0.65,0.788,0.84,21839.0,53056.0,5181.0,11354.0,15177.0,20288.0,29190.0,6550.0,77363219.0,7790111608.0,7867474827.0
S0_normal,0.576,0.733,0.9,0.45,23373.0,59819.0,5921.0,6083.0,11411.0,21035.0,28976.0,6668.0,77369471.0,7586689701.0,7664059173.0
S0_normal,0.651,0.816,0.788,0.548,26442.0,66582.0,5181.0,7400.0,1002.0,21340.0,28423.0,8006.0,77375036.0,7010478883.0,7087853920.0
S0_normal,0.651,0.816,0.562,0.645,26442.0,66582.0,3700.0,8718.0,1164.0,21330.0,28427.0,8002.0,77377045.0,7012003208.0,7089380253.0
S0_normal,0.576,0.691,0.788,0.742,23373.0,56437.0,5181.0,10036.0,11579.0,20817.0,29049.0,6627.0,77385258.0,7592229705.0,7669614964.0
S0_normal,0.576,0.65,0.675,0.548,23373.0,53056.0,4440.0,7400.0,18337.0,20837.0,29020.0,6715.0,77401699.0,7960188059.0,8037589758.0
S0_normal,0.576,0.691,0.675,0.645,23373.0,56437.0,4440.0,8718.0,13637.0,20823.0,29061.0,6616.0,77407225.0,7701717372.0,7779124597.0
S0_normal,0.576,0.691,0.562,0.548,23373.0,56437.0,3700.0,7400.0,15695.0,20842.0,29052.0,6634.0,77409657.0,7811205039.0,7888614696.0
S0_normal,0.613,0.816,0.9,0.645,24907.0,66582.0,5921.0,8718.0,478.0,21135.0,28249.0,8670.0,77413728.0,6985369772.0,7062783500.0
S0_normal,0.576,0.733,0.45,0.742,23373.0,59819.0,2960.0,10036.0,10418.0,21018.0,29050.0,6532.0,77414159.0,7517254680.0,7594668839.0
S0_normal,0.576,0.691,0.9,0.45,23373.0,56437.0,5921.0,6083.0,14793.0,20838.0,29016.0,6752.0,77421780.0,7772676718.0,7850098499.0
S0_normal,0.802,0.774,0.45,0.548,32578.0,63201.0,2960.0,7400.0,467.0,21724.0,27931.0,9185.0,77427362.0,6969963669.0,7047391031.0
S0_normal,0.576,0.774,0.562,0.45,23373.0,63201.0,3700.0,6083.0,10250.0,21038.0,29033.0,6592.0,77434292.0,7511714676.0,7589148967.0
S0_normal,0.576,0.691,0.788,0.45,23373.0,56437.0,5181.0,6083.0,15533.0,20837.0,29042.0,6707.0,77442540.0,7809680715.0,7887123256.0
S0_normal,0.576,0.733,0.45,0.645,23373.0,59819.0,2960.0,8718.0,11736.0,21026.0,29065.0,6532.0,77451630.0,7589738350.0,7667189980.0
S0_normal,0.576,0.65,0.562,0.548,23373.0,53056.0,3700.0,7400.0,19077.0,20842.0,29052.0,6727.0,77481471.0,7997192056.0,8074673528.0
S0_normal,0.576,0.691,0.9,0.548,23373.0,56437.0,5921.0,7400.0,13475.0,20839.0,29073.0,6678.0,77485814.0,7700193048.0,7777678862.0
S0_normal,0.576,0.65,0.9,0.45,23373.0,53056.0,5921.0,6083.0,18175.0,20838.0,29016.0,6845.0,77493595.0,7958663735.0,8036157330.0
S0_normal,0.576,0.774,0.45,0.548,23373.0,63201.0,2960.0,7400.0,9672.0,21039.0,29092.0,6505.0,77493682.0,7476235003.0,7553728685.0
S0_normal,0.576,0.691,0.45,0.645,23373.0,56437.0,2960.0,8718.0,15118.0,20829.0,29106.0,6616.0,77503939.0,7775725367.0,7853229306.0
S0_normal,0.576,0.733,0.675,0.45,23373.0,59819.0,4440.0,6083.0,12892.0,21032.0,29064.0,6612.0,77513385.0,7660697695.0,7738211080.0
S0_normal,0.576,0.65,0.788,0.45,23373.0,53056.0,5181.0,6083.0,18915.0,20837.0,29042.0,6800.0,77514355.0,7995667732.0,8073182087.0
S0_normal,0.651,0.816,0.45,0.45,26442.0,66582.0,2960.0,6083.0,4540.0,21341.0,28468.0,8069.0,77521106.0,7193974545.0,7271495651.0
S0_normal,0.613,0.857,0.562,0.45,24907.0,69964.0,3700.0,6083.0,1953.0,21308.0,28247.0,8706.0,77523941.0,7055362086.0,7132886028.0
S0_normal,0.576,0.691,0.9,0.645,23373.0,56437.0,5921.0,8718.0,12157.0,20826.0,29096.0,6672.0,77524349.0,7627709378.0,7705233728.0
S0_normal,0.689,0.816,0.675,0.45,27976.0,66582.0,4440.0,6083.0,1526.0,21388.0,28381.0,8288.0,77527282.0,7035587995.0,7113115277.0
S0_normal,0.84,0.691,0.9,0.645,34112.0,56437.0,5921.0,8718.0,1418.0,21556.0,27959.0,9352.0,77531329.0,7037059489.0,7114590819.0
S0_normal,0.727,0.816,0.45,0.548,29510.0,66582.0,2960.0,7400.0,154.0,21423.0,28404.0,8213.0,77536233.0,6952733764.0,7030269997.0
S0_normal,0.651,0.816,0.675,0.45,26442.0,66582.0,4440.0,6083.0,3060.0,21336.0,28477.0,8069.0,77536547.0,7119966551.0,7197503097.0
S0_normal,0.576,0.733,0.675,0.645,23373.0,59819.0,4440.0,8718.0,10256.0,21020.0,29109.0,6532.0,77543105.0,7515730355.0,7593273461.0
S0_normal,0.576,0.733,0.562,0.45,23373.0,59819.0,3700.0,6083.0,13632.0,21038.0,29086.0,6624.0,77571572.0,7697701693.0,7775273265.0
S0_normal,0.576,0.65,0.45,0.645,23373.0,53056.0,2960.0,8718.0,18499.0,20829.0,29106.0,6709.0,77575754.0,7961712383.0,8039288137.0
S0_normal,0.689,0.816,0.788,0.45,27976.0,66582.0,5181.0,6083.0,786.0,21390.0,28400.0,8299.0,77578257.0,6998583998.0,7076162255.0
S0_normal,0.576,0.691,0.562,0.742,23373.0,56437.0,3700.0,10036.0,13060.0,20821.0,29143.0,6628.0,77588184.0,7666237700.0,7743825884.0
S0_normal,0.576,0.733,0.45,0.45,23373.0,59819.0,2960.0,6083.0,14372.0,21038.0,29098.0,6611.0,77588514.0,7734705690.0,7812294204.0
S0_normal,0.613,0.816,0.562,0.84,24907.0,66582.0,3700.0,11354.0,63.0,21127.0,28352.0,8626.0,77595942.0,6951414423.0,7029010365.0
S0_normal,0.576,0.733,0.562,0.548,23373.0,59819.0,3700.0,7400.0,12314.0,21039.0,29124.0,6550.0,77596801.0,7625218023.0,7702814823.0
S0_normal,0.576,0.733,0.9,0.548,23373.0,59819.0,5921.0,7400.0,10094.0,21036.0,29110.0,6594.0,77600109.0,7514206031.0,7591806140.0
S0_normal,0.84,0.733,0.562,0.548,34112.0,59819.0,3700.0,7400.0,1575.0,21769.0,27987.0,9229.0,77603781.0,7034568134.0,7112171914.0
S0_normal,0.576,0.733,0.788,0.548,23373.0,59819.0,5181.0,7400.0,10834.0,21036.0,29136.0,6548.0,77620869.0,7551210028.0,7628830897.0
S0_normal,0.576,0.733,0.788,0.45,23373.0,59819.0,5181.0,6083.0,12152.0,21034.0,29114.0,6623.0,77629684.0,7623693698.0,7701323383.0
S0_normal,0.802,0.733,0.562,0.742,32578.0,59819.0,3700.0,10036.0,473.0,21702.0,28020.0,9224.0,77636160.0,6973979349.0,7051615509.0
S0_normal,0.84,0.733,0.788,0.45,34112.0,59819.0,5181.0,6083.0,1412.0,21764.0,27977.0,9302.0,77636664.0,7033043809.0,7110680474.0
S0_normal,0.651,0.816,0.562,0.45,26442.0,66582.0,3700.0,6083.0,3800.0,21342.0,28520.0,8081.0,77640743.0,7156970548.0,7234611290.0
S0_normal,0.651,0.816,0.562,0.548,26442.0,66582.0,3700.0,7400.0,2482.0,21343.0,28551.0,8007.0,77650256.0,7084486878.0,7162137134.0
S0_normal,0.576,0.733,0.45,0.548,23373.0,59819.0,2960.0,7400.0,13054.0,21039.0,29155.0,6537.0,77652547.0,7662222020.0,7739874567.0
S0_normal,0.689,0.816,0.562,0.548,27976.0,66582.0,3700.0,7400.0,948.0,21395.0,28461.0,8226.0,77653126.0,7000108322.0,7077761448.0
S0_normal,0.576,0.65,0.45,0.742,23373.0,53056.0,2960.0,10036.0,17181.0,20821.0,29145.0,6709.0,77655356.0,7889228714.0,7966884069.0
S0_normal,0.802,0.733,0.788,0.645,32578.0,59819.0,5181.0,8718.0,311.0,21707.0,28029.0,9223.0,77656576.0,6972455025.0,7050111601.0
S0_normal,0.84,0.733,0.45,0.645,34112.0,59819.0,2960.0,8718.0,997.0,21756.0,28022.0,9211.0,77657398.0,6999088461.0,7076745859.0
S0_normal,0.802,0.691,0.9,0.84,32578.0,56437.0,5921.0,11354.0,317.0,21500.0,28033.0,9352.0,77660146.0,6976470705.0,7054130851.0
S0_normal,0.84,0.691,0.675,0.548,34112.0,56437.0,4440.0,7400.0,4216.0,21567.0,28036.0,9301.0,77662465.0,7183551153.0,7261213619.0
S0_normal,0.651,0.816,0.45,0.548,26442.0,66582.0,2960.0,7400.0,3222.0,21343.0,28567.0,7995.0,77675709.0,7121490875.0,7199166584.0
S0_normal,0.651,0.816,0.788,0.45,26442.0,66582.0,5181.0,6083.0,2320.0,21338.0,28538.0,8080.0,77677213.0,7082962553.0,7160639766.0
S0_normal,0.576,0.691,0.675,0.84,23373.0,56437.0,4440.0,11354.0,11002.0,20812.0,29194.0,6616.0,77684509.0,7556750032.0,7634434542.0
S0_normal,0.576,0.733,0.562,0.742,23373.0,59819.0,3700.0,10036.0,9678.0,21018.0,29180.0,6544.0,77702480.0,7480250683.0,7557953162.0
S0_normal,0.84,0.691,0.675,0.45,34112.0,56437.0,4440.0,6083.0,5534.0,21565.0,28030.0,9375.0,77705000.0,7256034823.0,7333739823.0
S0_normal,0.84,0.691,0.675,0.645,34112.0,56437.0,4440.0,8718.0,2898.0,21553.0,28062.0,9296.0,77706871.0,7111067484.0,7188774355.0
S0_normal,0.576,0.733,0.788,0.645,23373.0,59819.0,5181.0,8718.0,9516.0,21022.0,29190.0,6543.0,77723345.0,7478726358.0,7556449703.0
S0_normal,0.576,0.691,0.9,0.84,23373.0,56437.0,5921.0,11354.0,9522.0,20815.0,29193.0,6672.0,77726916.0,7482742038.0,7560468954.0
S0_normal,0.802,0.733,0.9,0.548,32578.0,59819.0,5921.0,7400.0,889.0,21721.0,28046.0,9273.0,77738531.0,7007934698.0,7085673229.0
S0_normal,0.576,0.733,0.562,0.645,23373.0,59819.0,3700.0,8718.0,10996.0,21026.0,29196.0,6544.0,77739951.0,7552734353.0,7630474304.0
S0_normal,0.651,0.816,0.45,0.645,26442.0,66582.0,2960.0,8718.0,1905.0,21330.0,28604.0,7989.0,77742225.0,7049007205.0,7126749430.0
S0_normal,0.613,0.816,0.562,0.742,24907.0,66582.0,3700.0,10036.0,1381.0,21130.0,28423.0,8626.0,77747630.0,7023898093.0,7101645723.0
S0_normal,0.84,0.691,0.9,0.45,34112.0,56437.0,5921.0,6083.0,4054.0,21568.0,28032.0,9431.0,77754361.0,7182026829.0,7259781191.0
S0_normal,0.84,0.691,0.9,0.548,34112.0,56437.0,5921.0,7400.0,2736.0,21569.0,28063.0,9357.0,77763875.0,7109543159.0,7187307034.0
S0_normal,0.576,0.691,0.562,0.84,23373.0,56437.0,3700.0,11354.0,11742.0,20818.0,29226.0,6628.0,77764282.0,7593754030.0,7671518311.0
S0_normal,0.576,0.65,0.675,0.645,23373.0,53056.0,4440.0,8718.0,17019.0,20823.0,29205.0,6710.0,77784302.0,7887704389.0,7965488692.0
S0_normal,0.84,0.733,0.675,0.45,34112.0,59819.0,4440.0,6083.0,2153.0,21762.0,28053.0,9291.0,77789132.0,7070047807.0,7147836939.0
S0_normal,0.576,0.691,0.788,0.548,23373.0,56437.0,5181.0,7400.0,14215.0,20839.0,29232.0,6633.0,77790251.0,7737197045.0,7814987297.0
S0_normal,0.576,0.691,0.562,0.645,23373.0,56437.0,3700.0,8718.0,14378.0,20829.0,29237.0,6628.0,77792260.0,7738721369.0,7816513630.0
S0_normal,0.802,0.691,0.9,0.742,32578.0,56437.0,5921.0,10036.0,1634.0,21502.0,28095.0,9352.0,77795240.0,7048954375.0,7126749614.0
S0_normal,0.613,0.816,0.45,0.84,24907.0,66582.0,2960.0,11354.0,803.0,21127.0,28457.0,8614.0,77809534.0,6988418420.0,7066227955.0
S0_normal,0.84,0.691,0.45,0.45,34112.0,56437.0,2960.0,6083.0,7014.0,21571.0,28089.0,9375.0,77832750.0,7330042818.0,7407875567.0
S0_normal,0.576,0.65,0.9,0.548,23373.0,53056.0,5921.0,7400.0,16857.0,20839.0,29206.0,6771.0,77841306.0,7886180065.0,7964021371.0
S0_normal,0.651,0.774,0.9,0.742,26442.0,63201.0,5921.0,10036.0,1008.0,21318.0,28624.0,8074.0,77844223.0,7014494563.0,7092338787.0
S0_normal,0.84,0.691,0.562,0.742,34112.0,56437.0,3700.0,10036.0,2321.0,21551.0,28130.0,9308.0,77860318.0,7075587811.0,7153448129.0
S0_normal,0.576,0.65,0.788,0.548,23373.0,53056.0,5181.0,7400.0,17597.0,20839.0,29232.0,6726.0,77862066.0,7923184062.0,8001046128.0
S0_normal,0.576,0.65,0.675,0.742,23373.0,53056.0,4440.0,10036.0,15701.0,20815.0,29244.0,6710.0,77863904.0,7815220719.0,7893084624.0
S0_normal,0.576,0.65,0.562,0.645,23373.0,53056.0,3700.0,8718.0,17759.0,20829.0,29237.0,6722.0,77864075.0,7924708386.0,8002572461.0
S0_normal,0.84,0.733,0.562,0.45,34112.0,59819.0,3700.0,6083.0,2893.0,21768.0,28086.0,9303.0,77871218.0,7107051804.0,7184923022.0
S0_normal,0.576,0.691,0.788,0.645,23373.0,56437.0,5181.0,8718.0,12897.0,20826.0,29283.0,6627.0,77889177.0,7664713375.0,7742602552.0
S0_normal,0.84,0.691,0.45,0.548,34112.0,56437.0,2960.0,7400.0,5696.0,21572.0,28142.0,9300.0,77889701.0,7257559148.0,7335448849.0
S0_normal,0.84,0.691,0.45,0.742,34112.0,56437.0,2960.0,10036.0,3061.0,21551.0,28150.0,9295.0,77891699.0,7112591808.0,7190483507.0
S0_normal,0.84,0.733,0.45,0.45,34112.0,59819.0,2960.0,6083.0,3633.0,21768.0,28103.0,9291.0,77896672.0,7144055801.0,7221952473.0
S0_normal,0.802,0.733,0.45,0.742,32578.0,59819.0,2960.0,10036.0,1213.0,21702.0,28158.0,9211.0,77921308.0,7010983346.0,7088904654.0
S0_normal,0.84,0.733,0.45,0.548,34112.0,59819.0,2960.0,7400.0,2315.0,21769.0,28144.0,9216.0,77928295.0,7071572131.0,7149500426.0
S0_normal,0.689,0.774,0.788,0.742,27976.0,63201.0,5181.0,10036.0,214.0,21370.0,28589.0,8247.0,77930596.0,6967120005.0,7045050601.0
S0_normal,0.802,0.774,0.562,0.45,32578.0,63201.0,3700.0,6083.0,1045.0,21723.0,28141.0,9272.0,77941441.0,7005443342.0,7083384783.0
S0_normal,0.576,0.65,0.562,0.742,23373.0,53056.0,3700.0,10036.0,16441.0,20821.0,29276.0,6722.0,77943677.0,7852224716.0,7930168393.0
S0_normal,0.84,0.691,0.562,0.548,34112.0,56437.0,3700.0,7400.0,4956.0,21573.0,28168.0,9313.0,77955097.0,7220555151.0,7298510248.0
S0_normal,0.84,0.691,0.788,0.45,34112.0,56437.0,5181.0,6083.0,4794.0,21567.0,28145.0,9386.0,77959980.0,7219030826.0,7296990807.0
S0_normal,0.84,0.691,0.562,0.84,34112.0,56437.0,3700.0,11354.0,1003.0,21548.0,28183.0,9308.0,77970049.0,7003104141.0,7081074190.0
S0_normal,0.727,0.816,0.562,0.45,29510.0,66582.0,3700.0,6083.0,732.0,21422.0,28581.0,8300.0,77978756.0,6988213436.0,7066192193.0
S0_normal,0.613,0.816,0.675,0.45,24907.0,66582.0,4440.0,6083.0,4594.0,21144.0,28504.0,8694.0,77979972.0,7204345106.0,7282325078.0
S0_normal,0.84,0.691,0.562,0.45,34112.0,56437.0,3700.0,6083.0,6274.0,21571.0,28160.0,9387.0,77993634.0,7293038821.0,7371032454.0
S0_normal,0.84,0.691,0.45,0.645,34112.0,56437.0,2960.0,8718.0,4379.0,21559.0,28201.0,9295.0,78005205.0,7185075478.0,7263080682.0
S0_normal,0.613,0.816,0.788,0.645,24907.0,66582.0,5181.0,8718.0,1218.0,21134.0,28544.0,8625.0,78007957.0,7022373769.0,7100381726.0
S0_normal,0.651,0.774,0.788,0.84,26442.0,63201.0,5181.0,11354.0,430.0,21315.0,28719.0,8029.0,78011748.0,6979014890.0,7057026638.0
S0_normal,0.576,0.691,0.788,0.84,23373.0,56437.0,5181.0,11354.0,10262.0,20815.0,29351.0,6627.0,78027803.0,7519746035.0,7597773838.0
S0_normal,0.689,0.816,0.45,0.548,27976.0,66582.0,2960.0,7400.0,1688.0,21395.0,28649.0,8213.0,78042887.0,7037112319.0,7115155206.0
S0_normal,0.613,0.816,0.9,0.548,24907.0,66582.0,5921.0,7400.0,1796.0,21148.0,28542.0,8676.0,78049072.0,7057853442.0,7135902514.0
S0_normal,0.802,0.733,0.675,0.645,32578.0,59819.0,4440.0,8718.0,1051.0,21705.0,28218.0,9212.0,78050254.0,7009459022.0,7087509277.0
S0_normal,0.576,0.691,0.45,0.84,23373.0,56437.0,2960.0,11354.0,12482.0,20818.0,29369.0,6616.0,78059482.0,7630758027.0,7708817508.0
S0_normal,0.651,0.774,0.675,0.742,26442.0,63201.0,4440.0,10036.0,2488.0,21316.0,28746.0,8017.0,78060431.0,7088502558.0,7166562988.0
S0_normal,0.613,0.816,0.45,0.45,24907.0,66582.0,2960.0,6083.0,6074.0,21149.0,28542.0,8693.0,78063255.0,7278353100.0,7356416355.0
S0_normal,0.689,0.774,0.675,0.742,27976.0,63201.0,4440.0,10036.0,954.0,21368.0,28656.0,8236.0,78063301.0,7004124002.0,7082187303.0
S0_normal,0.613,0.816,0.45,0.742,24907.0,66582.0,2960.0,10036.0,2121.0,21129.0,28580.0,8614.0,78072144.0,7060902090.0,7138974235.0
S0_normal,0.802,0.774,0.45,0.45,32578.0,63201.0,2960.0,6083.0,1785.0,21722.0,28219.0,9259.0,78097598.0,7042447339.0,7120544937.0
S0_normal,0.84,0.691,0.788,0.548,34112.0,56437.0,5181.0,7400.0,3476.0,21569.0,28236.0,9312.0,78098409.0,7146547156.0,7224645565.0
S0_normal,0.727,0.816,0.45,0.45,29510.0,66582.0,2960.0,6083.0,1472.0,21421.0,28642.0,8287.0,78099828.0,7025217434.0,7103317262.0
S0_normal,0.84,0.691,0.562,0.645,34112.0,56437.0,3700.0,8718.0,3638.0,21559.0,28241.0,9308.0,78100418.0,7148071481.0,7226171898.0
S0_normal,0.84,0.691,0.45,0.84,34112.0,56437.0,2960.0,11354.0,1743.0,21548.0,28261.0,9295.0,78126206.0,7040108138.0,7118234344.0
S0_normal,0.613,0.816,0.675,0.548,24907.0,66582.0,4440.0,7400.0,3276.0,21145.0,28603.0,8619.0,78134575.0,7131861436.0,7209996011.0
S0_normal,0.613,0.816,0.45,0.548,24907.0,66582.0,2960.0,7400.0,4757.0,21151.0,28603.0,8619.0,78135309.0,7205869430.0,7284004740.0
S0_normal,0.651,0.774,0.675,0.84,26442.0,63201.0,4440.0,11354.0,1170.0,21313.0,28795.0,8017.0,78164234.0,7016018888.0,7094183122.0
S0_normal,0.84,0.691,0.788,0.645,34112.0,56437.0,5181.0,8718.0,2158.0,21556.0,28273.0,9307.0,78164925.0,7074063486.0,7152228411.0
S0_normal,0.802,0.733,0.788,0.548,32578.0,59819.0,5181.0,7400.0,1629.0,21721.0,28264.0,9228.0,78168684.0,7044938695.0,7123107379.0
S0_normal,0.651,0.774,0.675,0.548,26442.0,63201.0,4440.0,7400.0,5124.0,21338.0,28795.0,8023.0,78179326.0,7233469897.0,7311649223.0
S0_normal,0.651,0.774,0.675,0.45,26442.0,63201.0,4440.0,6083.0,6442.0,21336.0,28772.0,8097.0,78187819.0,7305953567.0,7384141386.0
S0_normal,0.651,0.774,0.45,0.742,26442.0,63201.0,2960.0,10036.0,3968.0,21321.0,28806.0,8017.0,78190080.0,7162510552.0,7240700632.0
S0_normal,0.613,0.816,0.675,0.645,24907.0,66582.0,4440.0,8718.0,1959.0,21132.0,28639.0,8614.0,78201091.0,7059377766.0,7137578857.0
S0_normal,0.689,0.816,0.562,0.45,27976.0,66582.0,3700.0,6083.0,2266.0,21393.0,28700.0,8300.0,78219890.0,7072591992.0,7150811882.0
S0_normal,0.576,0.65,0.9,0.645,23373.0,53056.0,5921.0,8718.0,15539.0,20826.0,29390.0,6766.0,78223910.0,7813696395.0,7891920305.0
S0_normal,0.802,0.691,0.675,0.45,32578.0,56437.0,4440.0,6083.0,7068.0,21520.0,28285.0,9375.0,78225606.0,7340413379.0,7418638985.0
S0_normal,0.613,0.816,0.9,0.45,24907.0,66582.0,5921.0,6083.0,3114.0,21147.0,28599.0,8750.0,78226471.0,7130337112.0,7208563583.0
S0_normal,0.613,0.816,0.562,0.548,24907.0,66582.0,3700.0,7400.0,4017.0,21151.0,28646.0,8632.0,78238771.0,7168865433.0,7247104204.0
S0_normal,0.651,0.774,0.9,0.45,26442.0,63201.0,5921.0,6083.0,4962.0,21339.0,28777.0,8153.0,78241179.0,7231945573.0,7310186752.0
S0_normal,0.576,0.65,0.788,0.645,23373.0,53056.0,5181.0,8718.0,16279.0,20826.0,29416.0,6721.0,78244670.0,7850700392.0,7928945062.0
S0_normal,0.689,0.816,0.45,0.45,27976.0,66582.0,2960.0,6083.0,3006.0,21393.0,28718.0,8287.0,78247657.0,7109595989.0,7187843646.0
S0_normal,0.651,0.691,0.675,0.742,26442.0,56437.0,4440.0,10036.0,9251.0,21119.0,28845.0,8133.0,78262920.0,7460476591.0,7538739512.0
S0_normal,0.802,0.691,0.45,0.742,32578.0,56437.0,2960.0,10036.0,4595.0,21505.0,28338.0,9295.0,78269115.0,7196970363.0,7275239478.0
S0_normal,0.613,0.816,0.788,0.45,24907.0,66582.0,5181.0,6083.0,3854.0,21146.0,28637.0,8705.0,78271655.0,7167341109.0,7245612764.0
S0_normal,0.613,0.816,0.788,0.548,24907.0,66582.0,5181.0,7400.0,2536.0,21148.0,28668.0,8631.0,78281168.0,7094857439.0,7173138607.0
S0_normal,0.613,0.816,0.562,0.45,24907.0,66582.0,3700.0,6083.0,5334.0,21150.0,28640.0,8706.0,78281306.0,7241349103.0,7319630409.0
S0_normal,0.802,0.691,0.675,0.548,32578.0,56437.0,4440.0,7400.0,5750.0,21521.0,28338.0,9301.0,78282558.0,7267929709.0,7346212267.0
S0_normal,0.613,0.816,0.562,0.645,24907.0,66582.0,3700.0,8718.0,2699.0,21138.0,28672.0,8626.0,78283177.0,7096381763.0,7174664940.0
S0_normal,0.802,0.691,0.675,0.742,32578.0,56437.0,4440.0,10036.0,3115.0,21500.0,28346.0,9296.0,78284556.0,7122962369.0,7201246925.0
S0_normal,0.802,0.733,0.675,0.45,32578.0,59819.0,4440.0,6083.0,3687.0,21717.0,28299.0,9291.0,78289529.0,7154426362.0,7232715891.0
S0_normal,0.651,0.733,0.675,0.742,26442.0,59819.0,4440.0,10036.0,5870.0,21316.0,28844.0,8049.0,78292684.0,7274489574.0,7352782259.0
S0_normal,0.576,0.65,0.9,0.742,23373.0,53056.0,5921.0,10036.0,14221.0,20818.0,29430.0,6766.0,78303512.0,7741212725.0,7819516237.0
S0_normal,0.613,0.816,0.45,0.645,24907.0,66582.0,2960.0,8718.0,3439.0,21137.0,28689.0,8614.0,78308630.0,7133385760.0,7211694391.0
S0_normal,0.651,0.774,0.788,0.742,26442.0,63201.0,5181.0,10036.0,1748.0,21318.0,28858.0,8029.0,78309462.0,7051498560.0,7129808022.0
S0_normal,0.651,0.774,0.45,0.548,26442.0,63201.0,2960.0,7400.0,6604.0,21343.0,28855.0,8022.0,78309846.0,7307477892.0,7385787737.0
S0_normal,0.689,0.774,0.9,0.645,27976.0,63201.0,5921.0,8718.0,792.0,21378.0,28752.0,8292.0,78315553.0,7002599678.0,7080915231.0
S0_normal,0.802,0.733,0.675,0.548,32578.0,59819.0,4440.0,7400.0,2369.0,21718.0,28339.0,9217.0,78317538.0,7081942692.0,7160260230.0
S0_normal,0.651,0.774,0.675,0.645,26442.0,63201.0,4440.0,8718.0,3806.0,21324.0,28865.0,8017.0,78319026.0,7160986227.0,7239305254.0
S0_normal,0.576,0.65,0.788,0.742,23373.0,53056.0,5181.0,10036.0,14961.0,20817.0,29456.0,6721.0,78324272.0,7778216722.0,7856540994.0
S0_normal,0.802,0.691,0.9,0.45,32578.0,56437.0,5921.0,6083.0,5588.0,21522.0,28312.0,9431.0,78328915.0,7266405385.0,7344734300.0
S0_normal,0.802,0.691,0.9,0.645,32578.0,56437.0,5921.0,8718.0,2952.0,21510.0,28345.0,9352.0,78330787.0,7121438045.0,7199768831.0
S0_normal,0.727,0.774,0.562,0.742,29510.0,63201.0,3700.0,10036.0,160.0,21402.0,28769.0,8248.0,78331096.0,6956749443.0,7035080540.0
S0_normal,0.689,0.774,0.562,0.84,27976.0,63201.0,3700.0,11354.0,376.0,21371.0,28781.0,8248.0,78339104.0,6968644329.0,7046983434.0
S0_normal,0.802,0.733,0.45,0.45,32578.0,59819.0,2960.0,6083.0,5167.0,21722.0,28326.0,9291.0,78348307.0,7228434356.0,7306782663.0
S0_normal,0.651,0.774,0.9,0.548,26442.0,63201.0,5921.0,7400.0,3644.0,21340.0,28855.0,8079.0,78351607.0,7159461903.0,7237813510.0
S0_normal,0.802,0.691,0.562,0.742,32578.0,56437.0,3700.0,10036.0,3855.0,21506.0,28389.0,9308.0,78388751.0,7159966366.0,7238355118.0
S0_normal,0.802,0.691,0.675,0.645,32578.0,56437.0,4440.0,8718.0,4433.0,21508.0,28397.0,9296.0,78398061.0,7195446039.0,7273844100.0
S0_normal,0.84,0.65,0.675,0.742,34112.0,53056.0,4440.0,10036.0,4962.0,21545.0,28360.0,9389.0,78409345.0,7224570830.0,7302980175.0
S0_normal,0.651,0.774,0.45,0.45,26442.0,63201.0,2960.0,6083.0,7922.0,21341.0,28876.0,8096.0,78409749.0,7379961562.0,7458371310.0
S0_normal,0.802,0.733,0.9,0.45,32578.0,59819.0,5921.0,6083.0,2207.0,21719.0,28336.0,9347.0,78413048.0,7080418368.0,7158831416.0
S0_normal,0.651,0.774,0.9,0.645,26442.0,63201.0,5921.0,8718.0,2326.0,21327.0,28889.0,8074.0,78414509.0,7086978233.0,7165392742.0
S0_normal,0.576,0.65,0.45,0.84,23373.0,53056.0,2960.0,11354.0,15863.0,20818.0,29502.0,6709.0,78414974.0,7816745044.0,7895160018.0
S0_normal,0.802,0.691,0.788,0.742,32578.0,56437.0,5181.0,10036.0,2375.0,21502.0,28407.0,9307.0,78425221.0,7085958372.0,7164383593.0
S0_normal,0.802,0.691,0.45,0.45,32578.0,56437.0,2960.0,6083.0,8548.0,21525.0,28380.0,9375.0,78430261.0,7414421373.0,7492851634.0
S0_normal,0.802,0.733,0.788,0.45,32578.0,59819.0,5181.0,6083.0,2947.0,21719.0,28363.0,9302.0,78436121.0,7117422365.0,7195858486.0
S0_normal,0.651,0.774,0.562,0.548,26442.0,63201.0,3700.0,7400.0,5864.0,21343.0,28917.0,8035.0,78451980.0,7270473895.0,7348925874.0
S0_normal,0.802,0.733,0.45,0.548,32578.0,59819.0,2960.0,7400.0,3849.0,21724.0,28401.0,9216.0,78453115.0,7155950686.0,7234403801.0
