scenario,sam_util,yh_util,yd_util,ys_util,gen_sam,gen_yh,gen_yd,gen_ys,gen_bd,SOx_total,NOx_total,dust_total,social_cost_krw,gen_cost_krw,total_cost_krw
SE_spring_dust,0.538,0.857,0.788,0.45,21839.0,69964.0,5181.0,6083.0,3324.0,20601.0,27522.0,6393.0,73845004.0,7124071203.0,7197916207.0
SE_spring_dust,0.5,0.816,0.9,0.645,20305.0,66582.0,5921.0,8718.0,4864.0,20399.0,27608.0,6326.0,73876446.0,7212465439.0,7286341884.0
SE_spring_dust,0.5,0.816,0.9,0.45,20305.0,66582.0,5921.0,6083.0,7500.0,20413.0,27588.0,6438.0,73924995.0,7357432779.0,7431357773.0
SE_spring_dust,0.5,0.816,0.788,0.742,20305.0,66582.0,5181.0,10036.0,4286.0,20391.0,27653.0,6281.0,73932632.0,7176985766.0,7250918398.0
SE_spring_dust,0.5,0.816,0.45,0.645,20305.0,66582.0,2960.0,8718.0,7824.0,20402.0,27666.0,6270.0,73957782.0,7360481427.0,7434439209.0
SE_spring_dust,0.5,0.816,0.788,0.548,20305.0,66582.0,5181.0,7400.0,6922.0,20412.0,27650.0,6318.0,73966371.0,7321953106.0,7395919476.0
SE_spring_dust,0.5,0.816,0.562,0.645,20305.0,66582.0,3700.0,8718.0,7084.0,20403.0,27673.0,6282.0,73982571.0,7323477430.0,7397460001.0
SE_spring_dust,0.5,0.816,0.562,0.548,20305.0,66582.0,3700.0,7400.0,8402.0,20416.0,27668.0,6319.0,74006711.0,7395961100.0,7469967811.0
SE_spring_dust,0.538,0.816,0.9,0.84,21839.0,66582.0,5921.0,11354.0,694.0,20419.0,27676.0,6326.0,74030885.0,6983119543.0,7057150428.0
SE_spring_dust,0.5,0.816,0.675,0.84,20305.0,66582.0,4440.0,11354.0,3708.0,20386.0,27708.0,6270.0,74038776.0,7141506093.0,7215544869.0
SE_spring_dust,0.5,0.816,0.788,0.645,20305.0,66582.0,5181.0,8718.0,5604.0,20399.0,27704.0,6281.0,74045829.0,7249469436.0,7323515264.0
SE_spring_dust,0.5,0.816,0.788,0.45,20305.0,66582.0,5181.0,6083.0,8240.0,20412.0,27667.0,6393.0,74059135.0,7394436776.0,7468495910.0
SE_spring_dust,0.5,0.816,0.45,0.84,20305.0,66582.0,2960.0,11354.0,5188.0,20391.0,27721.0,6270.0,74069619.0,7215514087.0,7289583706.0
SE_spring_dust,0.5,0.816,0.9,0.84,20305.0,66582.0,5921.0,11354.0,2228.0,20388.0,27725.0,6326.0,74119929.0,7067498099.0,7141618027.0
SE_spring_dust,0.5,0.816,0.788,0.84,20305.0,66582.0,5181.0,11354.0,2968.0,20388.0,27772.0,6281.0,74185368.0,7104502096.0,7178687464.0
SE_spring_dust,0.538,0.816,0.675,0.742,21839.0,66582.0,4440.0,10036.0,3492.0,20419.0,27774.0,6270.0,74196076.0,7129611207.0,7203807284.0
SE_spring_dust,0.538,0.816,0.45,0.742,21839.0,66582.0,2960.0,10036.0,4972.0,20425.0,27773.0,6270.0,74196876.0,7203619201.0,7277816077.0
SE_spring_dust,0.538,0.816,0.675,0.548,21839.0,66582.0,4440.0,7400.0,6128.0,20441.0,27764.0,6307.0,74214554.0,7274578547.0,7348793101.0
SE_spring_dust,0.538,0.816,0.9,0.742,21839.0,66582.0,5921.0,10036.0,2012.0,20422.0,27791.0,6326.0,74277229.0,7055603213.0,7129880442.0
SE_spring_dust,0.538,0.816,0.562,0.742,21839.0,66582.0,3700.0,10036.0,4232.0,20425.0,27808.0,6282.0,74281310.0,7166615204.0,7240896514.0
SE_spring_dust,0.538,0.816,0.9,0.45,21839.0,66582.0,5921.0,6083.0,5965.0,20443.0,27748.0,6438.0,74282297.0,7273054223.0,7347336520.0
SE_spring_dust,0.5,0.816,0.562,0.84,20305.0,66582.0,3700.0,11354.0,4448.0,20392.0,27821.0,6282.0,74292694.0,7178510090.0,7252802784.0
SE_spring_dust,0.538,0.816,0.45,0.45,21839.0,66582.0,2960.0,6083.0,8926.0,20446.0,27781.0,6381.0,74309537.0,7421070211.0,7495379749.0
SE_spring_dust,0.5,0.691,0.45,0.45,20305.0,56437.0,2960.0,6083.0,20605.0,20218.0,27784.0,6524.0,74312980.0,8063409818.0,8137722798.0
SE_spring_dust,0.576,0.857,0.788,0.548,23373.0,69964.0,5181.0,7400.0,472.0,21110.0,27599.0,6489.0,74336575.0,6967208978.0,7041545553.0
SE_spring_dust,0.538,0.816,0.788,0.742,21839.0,66582.0,5181.0,10036.0,2752.0,20421.0,27838.0,6281.0,74342668.0,7092607210.0,7166949878.0
SE_spring_dust,0.538,0.816,0.675,0.645,21839.0,66582.0,4440.0,8718.0,4810.0,20427.0,27846.0,6270.0,74353757.0,7202094877.0,7276448635.0
SE_spring_dust,0.538,0.816,0.9,0.548,21839.0,66582.0,5921.0,7400.0,4648.0,20443.0,27826.0,6363.0,74391092.0,7200570553.0,7274961645.0
SE_spring_dust,0.538,0.816,0.675,0.45,21839.0,66582.0,4440.0,6083.0,7446.0,20441.0,27826.0,6381.0,74402306.0,7347062217.0,7421464523.0
SE_spring_dust,0.5,0.774,0.9,0.742,20305.0,63201.0,5921.0,10036.0,6928.0,20391.0,27851.0,6354.0,74411052.0,7325968786.0,7400379837.0
SE_spring_dust,0.5,0.774,0.675,0.742,20305.0,63201.0,4440.0,10036.0,8408.0,20389.0,27872.0,6298.0,74411342.0,7399976780.0,7474388121.0
SE_spring_dust,0.576,0.857,0.675,0.548,23373.0,69964.0,4440.0,7400.0,1212.0,21108.0,27664.0,6478.0,74465546.0,7004212975.0,7078678521.0
SE_spring_dust,0.538,0.816,0.45,0.645,21839.0,66582.0,2960.0,8718.0,6290.0,20433.0,27902.0,6270.0,74474759.0,7276102871.0,7350577631.0
SE_spring_dust,0.538,0.816,0.788,0.84,21839.0,66582.0,5181.0,11354.0,1434.0,20419.0,27903.0,6281.0,74478670.0,7020123540.0,7094602211.0
SE_spring_dust,0.538,0.816,0.788,0.45,21839.0,66582.0,5181.0,6083.0,6706.0,20443.0,27858.0,6393.0,74481941.0,7310058220.0,7384540161.0
SE_spring_dust,0.538,0.816,0.562,0.548,21839.0,66582.0,3700.0,7400.0,6868.0,20447.0,27885.0,6319.0,74483733.0,7311582544.0,7386066277.0
SE_spring_dust,0.5,0.774,0.562,0.742,20305.0,63201.0,3700.0,10036.0,9148.0,20394.0,27909.0,6310.0,74502485.0,7436980777.0,7511483262.0
SE_spring_dust,0.576,0.857,0.562,0.645,23373.0,69964.0,3700.0,8718.0,634.0,21100.0,27698.0,6453.0,74515047.0,6968733302.0,7043248348.0
SE_spring_dust,0.538,0.816,0.45,0.548,21839.0,66582.0,2960.0,7400.0,7608.0,20446.0,27905.0,6307.0,74516604.0,7348586541.0,7423103145.0
SE_spring_dust,0.5,0.691,0.675,0.45,20305.0,56437.0,4440.0,6083.0,19125.0,20213.0,27896.0,6525.0,74549464.0,7989401823.0,8063951287.0
SE_spring_dust,0.538,0.816,0.9,0.645,21839.0,66582.0,5921.0,8718.0,3330.0,20430.0,27920.0,6326.0,74556081.0,7128086883.0,7202642964.0
SE_spring_dust,0.576,0.857,0.9,0.45,23373.0,69964.0,5921.0,6083.0,1050.0,21110.0,27659.0,6608.0,74558021.0,7002688651.0,7077246671.0
SE_spring_dust,0.538,0.816,0.562,0.645,21839.0,66582.0,3700.0,8718.0,5550.0,20433.0,27939.0,6282.0,74563191.0,7239098874.0,7313662065.0
SE_spring_dust,0.538,0.816,0.562,0.45,21839.0,66582.0,3700.0,6083.0,8186.0,20446.0,27902.0,6394.0,74576497.0,7384066214.0,7458642711.0
SE_spring_dust,0.5,0.816,0.45,0.45,20305.0,66582.0,2960.0,6083.0,10460.0,20415.0,27918.0,6381.0,74585268.0,7505448767.0,7580034035.0
SE_spring_dust,0.538,0.816,0.675,0.84,21839.0,66582.0,4440.0,11354.0,2174.0,20417.0,27963.0,6270.0,74597240.0,7057127537.0,7131724778.0
SE_spring_dust,0.538,0.816,0.788,0.645,21839.0,66582.0,5181.0,8718.0,4070.0,20430.0,27958.0,6281.0,74601264.0,7165090880.0,7239692144.0
SE_spring_dust,0.538,0.816,0.788,0.548,21839.0,66582.0,5181.0,7400.0,5388.0,20443.0,27943.0,6318.0,74604650.0,7237574550.0,7312179200.0
SE_spring_dust,0.5,0.691,0.562,0.45,20305.0,56437.0,3700.0,6083.0,19865.0,20219.0,27919.0,6537.0,74610274.0,8026405821.0,8101016094.0
SE_spring_dust,0.576,0.857,0.45,0.645,23373.0,69964.0,2960.0,8718.0,1374.0,21100.0,27755.0,6440.0,74627826.0,7005737299.0,7080365125.0
SE_spring_dust,0.5,0.691,0.45,0.548,20305.0,56437.0,2960.0,7400.0,19287.0,20219.0,27974.0,6450.0,74660113.0,7990926148.0,8065586260.0
SE_spring_dust,0.538,0.816,0.562,0.84,21839.0,66582.0,3700.0,11354.0,2914.0,20422.0,28007.0,6282.0,74702730.0,7094131534.0,7168834265.0
SE_spring_dust,0.538,0.816,0.45,0.84,21839.0,66582.0,2960.0,11354.0,3654.0,20422.0,28019.0,6270.0,74719211.0,7131135531.0,7205854743.0
SE_spring_dust,0.5,0.774,0.788,0.742,20305.0,63201.0,5181.0,10036.0,7668.0,20391.0,28032.0,6309.0,74761976.0,7362972783.0,7437734758.0
SE_spring_dust,0.5,0.774,0.9,0.645,20305.0,63201.0,5921.0,8718.0,8245.0,20399.0,28018.0,6354.0,74771347.0,7398452456.0,7473223802.0
SE_spring_dust,0.576,0.816,0.9,0.742,23373.0,66582.0,5921.0,10036.0,478.0,20931.0,27846.0,6497.0,74780122.0,6971224658.0,7046004780.0
SE_spring_dust,0.576,0.857,0.675,0.45,23373.0,69964.0,4440.0,6083.0,2530.0,21108.0,27786.0,6552.0,74782696.0,7076696645.0,7151479340.0
SE_spring_dust,0.5,0.774,0.675,0.84,20305.0,63201.0,4440.0,11354.0,7090.0,20386.0,28050.0,6298.0,74788722.0,7327493110.0,7402281832.0
SE_spring_dust,0.5,0.774,0.788,0.645,20305.0,63201.0,5181.0,8718.0,8986.0,20399.0,28059.0,6309.0,74822440.0,7435456453.0,7510278892.0
SE_spring_dust,0.5,0.816,0.562,0.45,20305.0,66582.0,3700.0,6083.0,9720.0,20416.0,28052.0,6394.0,74882562.0,7468444770.0,7543327332.0
SE_spring_dust,0.576,0.857,0.45,0.45,23373.0,69964.0,2960.0,6083.0,4010.0,21113.0,27833.0,6551.0,74884410.0,7150704639.0,7225589049.0
SE_spring_dust,0.538,0.774,0.675,0.742,21839.0,63201.0,4440.0,10036.0,6874.0,20419.0,28089.0,6298.0,74888363.0,7315598224.0,7390486588.0
SE_spring_dust,0.5,0.774,0.9,0.84,20305.0,63201.0,5921.0,11354.0,5610.0,20388.0,28078.0,6354.0,74892031.0,7253485116.0,7328377146.0
SE_spring_dust,0.576,0.857,0.45,0.548,23373.0,69964.0,2960.0,7400.0,2692.0,21113.0,27863.0,6477.0,74893345.0,7078220969.0,7153114314.0
SE_spring_dust,0.5,0.691,0.675,0.548,20305.0,56437.0,4440.0,7400.0,17807.0,20213.0,28086.0,6450.0,74896596.0,7916918153.0,7991814750.0
SE_spring_dust,0.5,0.774,0.45,0.84,20305.0,63201.0,2960.0,11354.0,8570.0,20391.0,28117.0,6297.0,74934477.0,7401501104.0,7476435580.0
SE_spring_dust,0.5,0.691,0.562,0.548,20305.0,56437.0,3700.0,7400.0,18547.0,20219.0,28109.0,6463.0,74957406.0,7953922151.0,8028879557.0
SE_spring_dust,0.5,0.65,0.675,0.548,20305.0,53056.0,4440.0,7400.0,21188.0,20213.0,28086.0,6544.0,74968411.0,8102905170.0,8177873581.0
SE_spring_dust,0.5,0.691,0.9,0.45,20305.0,56437.0,5921.0,6083.0,17644.0,20216.0,28082.0,6581.0,74989071.0,7915393829.0,7990382900.0
SE_spring_dust,0.5,0.691,0.788,0.45,20305.0,56437.0,5181.0,6083.0,18384.0,20215.0,28108.0,6536.0,75009830.0,7952397826.0,8027407656.0
SE_spring_dust,0.5,0.691,0.45,0.645,20305.0,56437.0,2960.0,8718.0,17969.0,20205.0,28159.0,6413.0,75018210.0,7918442478.0,7993460688.0
SE_spring_dust,0.576,0.857,0.788,0.45,23373.0,69964.0,5181.0,6083.0,1790.0,21110.0,27894.0,6563.0,75023258.0,7039692648.0,7114715906.0
SE_spring_dust,0.538,0.774,0.9,0.742,21839.0,63201.0,5921.0,10036.0,5393.0,20422.0,28144.0,6354.0,75049331.0,7241590230.0,7316639561.0
SE_spring_dust,0.5,0.65,0.9,0.45,20305.0,53056.0,5921.0,6083.0,21026.0,20216.0,28082.0,6674.0,75060885.0,8101380846.0,8176441731.0
SE_spring_dust,0.5,0.65,0.45,0.645,20305.0,53056.0,2960.0,8718.0,21351.0,20205.0,28159.0,6506.0,75090025.0,8104429495.0,8179519519.0
SE_spring_dust,0.538,0.774,0.45,0.742,21839.0,63201.0,2960.0,10036.0,8354.0,20425.0,28183.0,6297.0,75091777.0,7389606218.0,7464697995.0
SE_spring_dust,0.5,0.691,0.45,0.742,20305.0,56437.0,2960.0,10036.0,16651.0,20197.0,28198.0,6413.0,75097812.0,7845958808.0,7921056620.0
SE_spring_dust,0.5,0.733,0.9,0.84,20305.0,59819.0,5921.0,11354.0,8991.0,20388.0,28163.0,6386.0,75099172.0,7439472132.0,7514571304.0
SE_spring_dust,0.5,0.774,0.788,0.84,20305.0,63201.0,5181.0,11354.0,6350.0,20388.0,28202.0,6309.0,75121652.0,7290489113.0,7365610765.0
SE_spring_dust,0.5,0.774,0.562,0.84,20305.0,63201.0,3700.0,11354.0,7830.0,20392.0,28201.0,6310.0,75122037.0,7364497107.0,7439619144.0
SE_spring_dust,0.5,0.733,0.45,0.45,20305.0,59819.0,2960.0,6083.0,17223.0,20415.0,28151.0,6440.0,75127870.0,7877422801.0,7952550671.0
SE_spring_dust,0.538,0.774,0.788,0.742,21839.0,63201.0,5181.0,10036.0,6133.0,20421.0,28203.0,6309.0,75140361.0,7278594227.0,7353734588.0
SE_spring_dust,0.576,0.857,0.562,0.548,23373.0,69964.0,3700.0,7400.0,1952.0,21114.0,27977.0,6490.0,75145958.0,7041216972.0,7116362930.0
SE_spring_dust,0.576,0.857,0.562,0.45,23373.0,69964.0,3700.0,6083.0,3270.0,21114.0,27956.0,6564.0,75157280.0,7113700642.0,7188857922.0
SE_spring_dust,0.538,0.774,0.9,0.45,21839.0,63201.0,5921.0,6083.0,9347.0,20443.0,28154.0,6465.0,75167452.0,7459041240.0,7534208692.0
SE_spring_dust,0.5,0.65,0.45,0.742,20305.0,53056.0,2960.0,10036.0,20033.0,20197.0,28198.0,6506.0,75169627.0,8031945825.0,8107115451.0
SE_spring_dust,0.538,0.774,0.9,0.645,21839.0,63201.0,5921.0,8718.0,6711.0,20430.0,28213.0,6354.0,75200457.0,7314073900.0,7389274357.0
SE_spring_dust,0.5,0.774,0.675,0.45,20305.0,63201.0,4440.0,6083.0,12361.0,20410.0,28210.0,6409.0,75227506.0,7617427790.0,7692655296.0
SE_spring_dust,0.538,0.691,0.45,0.45,21839.0,56437.0,2960.0,6083.0,19071.0,20249.0,28208.0,6524.0,75229899.0,7979031262.0,8054261161.0
SE_spring_dust,0.538,0.774,0.675,0.645,21839.0,63201.0,4440.0,8718.0,8191.0,20427.0,28256.0,6298.0,75248658.0,7388081894.0,7463330552.0
SE_spring_dust,0.538,0.733,0.9,0.742,21839.0,59819.0,5921.0,10036.0,8775.0,20422.0,28228.0,6386.0,75252543.0,7427577247.0,7502829790.0
SE_spring_dust,0.5,0.691,0.675,0.645,20305.0,56437.0,4440.0,8718.0,16489.0,20200.0,28271.0,6413.0,75254693.0,7844434484.0,7919689177.0
SE_spring_dust,0.538,0.774,0.562,0.742,21839.0,63201.0,3700.0,10036.0,7614.0,20425.0,28267.0,6310.0,75279338.0,7352602221.0,7427881559.0
SE_spring_dust,0.5,0.774,0.9,0.45,20305.0,63201.0,5921.0,6083.0,10881.0,20413.0,28218.0,6465.0,75289100.0,7543419795.0,7618708896.0
SE_spring_dust,0.538,0.774,0.9,0.548,21839.0,63201.0,5921.0,7400.0,8029.0,20443.0,28244.0,6391.0,75302217.0,7386557570.0,7461859787.0
SE_spring_dust,0.5,0.733,0.675,0.742,20305.0,59819.0,4440.0,10036.0,11789.0,20389.0,28280.0,6329.0,75305245.0,7585963797.0,7661269042.0
SE_spring_dust,0.5,0.774,0.45,0.45,20305.0,63201.0,2960.0,6083.0,13842.0,20415.0,28250.0,6408.0,75313506.0,7691435784.0,7766749290.0
SE_spring_dust,0.5,0.691,0.562,0.645,20305.0,56437.0,3700.0,8718.0,17229.0,20206.0,28293.0,6426.0,75315503.0,7881438481.0,7956753984.0
SE_spring_dust,0.576,0.816,0.675,0.84,23373.0,66582.0,4440.0,11354.0,640.0,20925.0,28121.0,6441.0,75320064.0,6972748982.0,7048069046.0
SE_spring_dust,0.5,0.65,0.675,0.645,20305.0,53056.0,4440.0,8718.0,19870.0,20200.0,28271.0,6507.0,75326508.0,8030421500.0,8105748008.0
SE_spring_dust,0.5,0.691,0.675,0.742,20305.0,56437.0,4440.0,10036.0,15171.0,20192.0,28310.0,6413.0,75334295.0,7771950814.0,7847285109.0
SE_spring_dust,0.5,0.774,0.675,0.548,20305.0,63201.0,4440.0,7400.0,11043.0,20410.0,28287.0,6335.0,75335187.0,7544944120.0,7620279306.0
SE_spring_dust,0.5,0.691,0.9,0.548,20305.0,56437.0,5921.0,7400.0,16326.0,20216.0,28271.0,6507.0,75336203.0,7842910159.0,7918246362.0
SE_spring_dust,0.538,0.774,0.562,0.645,21839.0,63201.0,3700.0,8718.0,8932.0,20433.0,28293.0,6310.0,75339802.0,7425085891.0,7500425693.0
SE_spring_dust,0.5,0.774,0.9,0.548,20305.0,63201.0,5921.0,7400.0,9563.0,20413.0,28276.0,6391.0,75356105.0,7470936125.0,7546292230.0
SE_spring_dust,0.5,0.691,0.788,0.548,20305.0,56437.0,5181.0,7400.0,17067.0,20216.0,28298.0,6462.0,75356962.0,7879914156.0,7955271119.0
SE_spring_dust,0.5,0.733,0.675,0.45,20305.0,59819.0,4440.0,6083.0,15743.0,20410.0,28263.0,6440.0,75364353.0,7803414807.0,7878779160.0
SE_spring_dust,0.538,0.774,0.675,0.84,21839.0,63201.0,4440.0,11354.0,5556.0,20417.0,28315.0,6298.0,75369342.0,7243114554.0,7318483897.0
SE_spring_dust,0.538,0.774,0.788,0.548,21839.0,63201.0,5181.0,7400.0,8769.0,20443.0,28296.0,6346.0,75377332.0,7423561567.0,7498938899.0
SE_spring_dust,0.5,0.65,0.562,0.645,20305.0,53056.0,3700.0,8718.0,20610.0,20206.0,28293.0,6519.0,75387318.0,8067425498.0,8142812815.0
SE_spring_dust,0.576,0.816,0.788,0.742,23373.0,66582.0,5181.0,10036.0,1218.0,20930.0,28149.0,6452.0,75390219.0,7008228655.0,7083618874.0
SE_spring_dust,0.5,0.691,0.562,0.742,20305.0,56437.0,3700.0,10036.0,15911.0,20198.0,28333.0,6426.0,75395105.0,7808954811.0,7884349916.0
SE_spring_dust,0.5,0.774,0.45,0.742,20305.0,63201.0,2960.0,10036.0,9888.0,20394.0,28334.0,6297.0,75397842.0,7473984774.0,7549382616.0
SE_spring_dust,0.5,0.65,0.675,0.742,20305.0,53056.0,4440.0,10036.0,18552.0,20192.0,28310.0,6507.0,75406110.0,7957937830.0,8033343940.0
SE_spring_dust,0.5,0.65,0.9,0.548,20305.0,53056.0,5921.0,7400.0,19708.0,20216.0,28271.0,6600.0,75408018.0,8028897176.0,8104305194.0
SE_spring_dust,0.5,0.691,0.9,0.742,20305.0,56437.0,5921.0,10036.0,13691.0,20194.0,28328.0,6470.0,75417809.0,7697942819.0,7773360629.0
SE_spring_dust,0.5,0.733,0.562,0.45,20305.0,59819.0,3700.0,6083.0,16483.0,20416.0,28286.0,6453.0,75425163.0,7840418804.0,7915843967.0
SE_spring_dust,0.5,0.65,0.788,0.548,20305.0,53056.0,5181.0,7400.0,20448.0,20216.0,28298.0,6555.0,75428777.0,8065901173.0,8141329950.0
SE_spring_dust,0.538,0.774,0.9,0.84,21839.0,63201.0,5921.0,11354.0,4076.0,20419.0,28331.0,6354.0,75447466.0,7169106560.0,7244554026.0
SE_spring_dust,0.5,0.774,0.788,0.45,20305.0,63201.0,5181.0,6083.0,11621.0,20412.0,28309.0,6420.0,75448420.0,7580423793.0,7655872213.0
SE_spring_dust,0.5,0.774,0.45,0.645,20305.0,63201.0,2960.0,8718.0,11206.0,20402.0,28360.0,6297.0,75456800.0,7546468444.0,7621925244.0
SE_spring_dust,0.538,0.691,0.675,0.45,21839.0,56437.0,4440.0,6083.0,17590.0,20244.0,28320.0,6525.0,75466382.0,7905023268.0,7980489650.0
SE_spring_dust,0.5,0.65,0.562,0.742,20305.0,53056.0,3700.0,10036.0,19293.0,20198.0,28333.0,6519.0,75466920.0,7994941828.0,8070408747.0
SE_spring_dust,0.538,0.774,0.45,0.84,21839.0,63201.0,2960.0,11354.0,7036.0,20422.0,28361.0,6297.0,75469157.0,7317122548.0,7392591706.0
SE_spring_dust,0.5,0.774,0.562,0.548,20305.0,63201.0,3700.0,7400.0,11784.0,20416.0,28345.0,6347.0,75470084.0,7581948117.0,7657418201.0
SE_spring_dust,0.5,0.733,0.45,0.548,20305.0,59819.0,2960.0,7400.0,15905.0,20416.0,28341.0,6366.0,75475002.0,7804939131.0,7880414133.0
SE_spring_dust,0.538,0.691,0.562,0.45,21839.0,56437.0,3700.0,6083.0,18330.0,20249.0,28342.0,6537.0,75527192.0,7942027265.0,8017554457.0
SE_spring_dust,0.5,0.733,0.9,0.742,20305.0,59819.0,5921.0,10036.0,10309.0,20391.0,28366.0,6386.0,75532203.0,7511955802.0,7587488006.0
SE_spring_dust,0.538,0.65,0.675,0.45,21839.0,53056.0,4440.0,6083.0,20972.0,20244.0,28320.0,6618.0,75538197.0,8091010285.0,8166548481.0
SE_spring_dust,0.576,0.816,0.675,0.742,23373.0,66582.0,4440.0,10036.0,1958.0,20928.0,28228.0,6441.0,75549455.0,7045232652.0,7120782106.0
SE_spring_dust,0.576,0.816,0.675,0.45,23373.0,66582.0,4440.0,6083.0,5911.0,20949.0,28185.0,6552.0,75554522.0,7262683662.0,7338238184.0
SE_spring_dust,0.5,0.774,0.675,0.645,20305.0,63201.0,4440.0,8718.0,9726.0,20397.0,28407.0,6298.0,75554723.0,7472460450.0,7548015173.0
SE_spring_dust,0.538,0.733,0.675,0.84,21839.0,59819.0,4440.0,11354.0,8937.0,20417.0,28401.0,6329.0,75576483.0,7429101571.0,7504678054.0
SE_spring_dust,0.538,0.691,0.45,0.548,21839.0,56437.0,2960.0,7400.0,17753.0,20249.0,28397.0,6450.0,75577031.0,7906547592.0,7982124623.0
SE_spring_dust,0.5,0.733,0.45,0.742,20305.0,59819.0,2960.0,10036.0,13269.0,20394.0,28408.0,6329.0,75578194.0,7659971791.0,7735549985.0
SE_spring_dust,0.5,0.733,0.9,0.645,20305.0,59819.0,5921.0,8718.0,11627.0,20399.0,28392.0,6386.0,75591162.0,7584439472.0,7660030634.0
SE_spring_dust,0.538,0.774,0.788,0.645,21839.0,63201.0,5181.0,8718.0,7451.0,20430.0,28415.0,6309.0,75595644.0,7351077897.0,7426673541.0
SE_spring_dust,0.5,0.774,0.562,0.645,20305.0,63201.0,3700.0,8718.0,10466.0,20403.0,28430.0,6310.0,75615533.0,7509464447.0,7585079980.0
SE_spring_dust,0.5,0.774,0.562,0.45,20305.0,63201.0,3700.0,6083.0,13101.0,20416.0,28395.0,6421.0,75632384.0,7654431787.0,7730064171.0
SE_spring_dust,0.538,0.774,0.562,0.84,21839.0,63201.0,3700.0,11354.0,6296.0,20422.0,28436.0,6310.0,75639014.0,7280118551.0,7355757565.0
SE_spring_dust,0.538,0.65,0.45,0.548,21839.0,53056.0,2960.0,7400.0,21134.0,20249.0,28397.0,6543.0,75648846.0,8092534609.0,8168183455.0
SE_spring_dust,0.576,0.816,0.562,0.742,23373.0,66582.0,3700.0,10036.0,2698.0,20934.0,28272.0,6453.0,75654945.0,7082236649.0,7157891593.0
SE_spring_dust,0.5,0.774,0.788,0.548,20305.0,63201.0,5181.0,7400.0,10303.0,20412.0,28434.0,6346.0,75656992.0,7507940123.0,7583597115.0
SE_spring_dust,0.576,0.816,0.675,0.548,23373.0,66582.0,4440.0,7400.0,4594.0,20950.0,28263.0,6478.0,75663317.0,7190199992.0,7265863309.0
SE_spring_dust,0.576,0.816,0.45,0.742,23373.0,66582.0,2960.0,10036.0,3438.0,20934.0,28284.0,6440.0,75671425.0,7119240646.0,7194912071.0
SE_spring_dust,0.538,0.774,0.788,0.84,21839.0,63201.0,5181.0,11354.0,4816.0,20419.0,28457.0,6309.0,75681085.0,7206110557.0,7281791642.0
SE_spring_dust,0.5,0.774,0.45,0.548,20305.0,63201.0,2960.0,7400.0,12524.0,20416.0,28449.0,6334.0,75682223.0,7618952114.0,7694634337.0
SE_spring_dust,0.576,0.816,0.45,0.548,23373.0,66582.0,2960.0,7400.0,6074.0,20955.0,28275.0,6477.0,75689903.0,7264207986.0,7339897889.0
SE_spring_dust,0.5,0.733,0.788,0.742,20305.0,59819.0,5181.0,10036.0,11049.0,20391.0,28457.0,6341.0,75691523.0,7548959800.0,7624651323.0
SE_spring_dust,0.5,0.691,0.9,0.645,20305.0,56437.0,5921.0,8718.0,15009.0,20202.0,28456.0,6470.0,75694300.0,7770426489.0,7846120790.0
SE_spring_dust,0.5,0.733,0.675,0.548,20305.0,59819.0,4440.0,7400.0,14425.0,20410.0,28453.0,6366.0,75711486.0,7730931137.0,7806642622.0
SE_spring_dust,0.5,0.691,0.788,0.645,20305.0,56437.0,5181.0,8718.0,15749.0,20202.0,28482.0,6425.0,75715060.0,7807430486.0,7883145546.0
SE_spring_dust,0.576,0.816,0.9,0.645,23373.0,66582.0,5921.0,8718.0,1796.0,20939.0,28292.0,6497.0,75734336.0,7043708327.0,7119442663.0
SE_spring_dust,0.5,0.733,0.675,0.645,20305.0,59819.0,4440.0,8718.0,13107.0,20397.0,28480.0,6329.0,75735075.0,7658447467.0,7734182542.0
SE_spring_dust,0.5,0.691,0.675,0.84,20305.0,56437.0,4440.0,11354.0,13853.0,20189.0,28500.0,6413.0,75737821.0,7699467144.0,7775204964.0
SE_spring_dust,0.576,0.816,0.9,0.45,23373.0,66582.0,5921.0,6083.0,4431.0,20952.0,28259.0,6608.0,75755792.0,7188675667.0,7264431459.0
SE_spring_dust,0.576,0.816,0.562,0.45,23373.0,66582.0,3700.0,6083.0,6652.0,20955.0,28277.0,6564.0,75761520.0,7299687659.0,7375449178.0
SE_spring_dust,0.5,0.65,0.9,0.645,20305.0,53056.0,5921.0,8718.0,18390.0,20202.0,28456.0,6563.0,75766115.0,7956413506.0,8032179621.0
SE_spring_dust,0.538,0.774,0.675,0.45,21839.0,63201.0,4440.0,6083.0,10827.0,20441.0,28456.0,6409.0,75766412.0,7533049234.0,7608815646.0
SE_spring_dust,0.5,0.733,0.562,0.548,20305.0,59819.0,3700.0,7400.0,15165.0,20416.0,28476.0,6378.0,75772296.0,7767935134.0,7843707429.0
SE_spring_dust,0.5,0.733,0.562,0.645,20305.0,59819.0,3700.0,8718.0,13847.0,20403.0,28493.0,6342.0,75774300.0,7695451464.0,7771225764.0
SE_spring_dust,0.5,0.65,0.788,0.645,20305.0,53056.0,5181.0,8718.0,19130.0,20202.0,28482.0,6518.0,75786874.0,7993417503.0,8069204378.0
SE_spring_dust,0.576,0.816,0.562,0.84,23373.0,66582.0,3700.0,11354.0,1380.0,20931.0,28336.0,6453.0,75790947.0,7009752979.0,7085543925.0
