date,SOx,NOx,먼지,SOx_conc,NOx_conc,dust_conc,n_units,temp_mean,humidity_mean,wind_dir,wind_speed_mean,precipitation,wind_sin,wind_cos,stagnation_idx,유연탄,LNG,oil_ton,coal_ratio,lng_ratio,gen_mwh,heat_efficiency,utilization,api_gen_mwh,renewable_mwh,wind_speed_max,pressure_mean,solar_radiation,solar_mwh,wind_mwh,renewable_ratio,dayofweek,season,plant_type,is_coal,hydro_mwh
2020-08-01,7866.09302544,25706.900233008,2110.037956128,16.37875,65.02374999999999,47.53375,8,25.06,95.36,266.48,1.54,0.0,-0.9981134276520828,-0.0613969505807153,61.92207792207792,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,10.514218,1008.9007,17.59,0.0,0.0,,5,summer,samcheonpo_coal,1,0.0
2020-08-02,8049.070032048,23451.366008016,1971.316784736,16.6175,60.287499999999994,47.39875000000001,8,25.14,94.01,261.47,2.14,0.0,-0.9889383349666095,-0.148327238339658,43.929906542056074,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,11.983188,1007.2173,14.42,0.0,0.0,,6,summer,samcheonpo_coal,1,0.0
2020-08-03,7769.35393344,25134.738860592,1918.0024606080003,14.31125,59.87625,47.15875,8,25.12,92.9,79.26,2.46,0.0,0.982482937347394,0.1863525632269032,37.764227642276424,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,12.015589,1007.3968,13.69,0.0,0.0,,0,summer,samcheonpo_coal,1,0.0
2020-08-04,8629.64323632,26142.120945792,2051.436298176,10.19625,65.88374999999999,41.595,8,26.49,92.6,204.51,3.22,0.0,-0.4148520545417176,-0.9098888793927068,28.75776397515527,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,11.27553,1009.336,19.61,0.0,0.0,,1,summer,samcheonpo_coal,1,0.0
2020-08-05,8904.01236192,25738.41568896,2069.93954016,14.63875,59.2075,38.486250000000005,8,24.8,96.0,241.5,7.88,0.5,-0.8788171126619653,-0.4771587602596087,12.18274111675127,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,19.469975,1010.3125,15.18,0.0,0.0,,2,summer,samcheonpo_coal,1,0.0
2020-08-06,10030.583145168,25598.264984928,2237.09041872,20.1775,58.7025,39.34625,8,24.6,95.01,193.76,1.39,2.5,-0.2378554198779626,-0.97130057100502,68.35251798561151,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,19.483284,1005.9296,5.03,0.0,0.0,,3,summer,samcheonpo_coal,1,0.0
2020-08-07,10524.09503736,25133.256032832003,2151.681057072,11.49375,55.8225,34.8325,8,24.8,95.01,236.13,1.64,4.75,-0.8303042059618937,-0.5573104391288477,57.9329268292683,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,15.745627,1004.00836,4.69,0.0,0.0,,4,summer,samcheonpo_coal,1,0.0
2020-08-08,10448.920261728,25633.378764432,2253.9023769600003,12.9075,54.4225,33.5625,8,24.51,97.01,223.94,6.86,15.74,-0.6939046988302457,-0.7200668503280135,14.14139941690962,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,15.175612,1001.2797,2.71,0.0,0.0,,5,summer,samcheonpo_coal,1,0.0
2020-08-09,9976.094189712,24843.245707584003,2167.26634728,13.82125,44.4125,15.7525,8,24.59,96.0,262.72,7.41,2.25,-0.9919387360751216,-0.126718364390054,12.955465587044534,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,16.575644,1002.4807,19.2,0.0,0.0,,6,summer,samcheonpo_coal,1,0.0
2020-08-10,10474.273405728,25115.932976975997,2333.43461016,16.81,44.39375,21.78125,8,24.64,97.33,201.84,1.54,29.75,-0.3720159503869815,-0.9282263369769632,63.2012987012987,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,23.847115,1001.04486,5.63,0.0,0.0,,0,summer,samcheonpo_coal,1,0.0
2020-08-11,10733.563119024,25636.767497856,2384.68165992,18.28375,48.55125,26.91375,8,25.14,98.0,153.4,1.22,8.13,0.4477590878387698,-0.8941542368393681,80.32786885245902,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,15.596767,1007.02057,14.49,0.0,0.0,,1,summer,samcheonpo_coal,1,0.0
2020-08-12,11174.872642992,25164.766169424,2394.152243712,13.6275,41.36125,17.90125,8,25.12,94.99,163.21,1.7,7.75,0.2888647087708592,-0.9573699285159978,55.87647058823529,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,11.119281,1010.03265,6.49,0.0,0.0,,2,summer,samcheonpo_coal,1,0.0
2020-08-13,11796.853205664,25038.859829472003,2431.0020231360004,18.05,38.45625,15.03375,8,26.06,94.92,238.41,3.77,0.0,-0.8518183739629722,-0.5238372435967854,25.177718832891248,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,12.496718,1008.16675,20.43,0.0,0.0,,3,summer,samcheonpo_coal,1,0.0
2020-08-14,10644.109141248,23547.458113056,2484.7481187360004,16.1075,33.3975,18.74375,8,26.1,91.13,56.6,1.52,0.0,0.8348478632634065,0.5504807400849956,59.95394736842105,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,16.548256,1005.08765,20.21,0.0,0.0,,4,summer,samcheonpo_coal,1,0.0
2020-08-15,9235.046000879998,23111.580549744,2224.285815744,15.98,36.06625,38.2675,8,25.28,91.84,170.55,1.09,0.0,0.164186846568863,-0.9864292571764954,84.25688073394495,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,15.496736,1006.3464,23.14,0.0,0.0,,5,summer,samcheonpo_coal,1,0.0
2020-08-16,8936.242686720001,23777.228770704,2183.030026992,17.7575,35.75,26.785,8,25.74,91.69,111.09,1.71,0.0,0.9330163519114588,-0.3598339715283048,53.61988304093567,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,13.397612,1008.1404,23.44,0.0,0.0,,6,summer,samcheonpo_coal,1,0.0
2020-08-17,14374.746234432,24711.87475296,3062.4584120639997,22.29375,38.97,46.73,8,25.43,91.89,67.76,1.35,0.0,0.925606576571252,0.378487074294548,68.06666666666666,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,10.296251,1009.8386,25.59,0.0,0.0,,0,summer,samcheonpo_coal,1,0.0
2020-08-18,10965.42888192,28850.01427152,3054.163175568,17.8475,46.00125,15.62,8,25.23,91.81,74.24,2.4,0.0,0.962407846499124,0.2716084258577387,38.25416666666667,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,9.693296,1009.21344,24.99,0.0,0.0,,1,summer,samcheonpo_coal,1,0.0
2020-08-19,12804.872883696,28752.864874272003,2646.077084064,14.3675,32.035000000000004,2.90125,8,25.9,89.74,65.94,2.07,0.0,0.9131190231965356,0.407693082448801,43.35265700483092,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,8.557102,1007.2172,25.5,0.0,0.0,,2,summer,samcheonpo_coal,1,0.0
2020-08-20,14540.556282912,30567.999988368,2745.766868256,15.60625,32.4825,2.93375,8,26.34,88.38,231.19,0.82,0.0,-0.779228590065895,-0.6267398219547864,107.78048780487804,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,10.966713,1008.26154,25.29,0.0,0.0,,3,summer,samcheonpo_coal,1,0.0
2020-08-21,17341.75723176,30489.379020288008,2670.092838288,18.655,32.52375,2.8525,8,24.74,89.07,216.93,2.3,0.0,-0.6008388569104955,-0.7993701695875879,38.72608695652174,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,10.144082,1010.2986,23.64,0.0,0.0,,4,summer,samcheonpo_coal,1,0.0
2020-08-22,13840.516505376,29718.368979408,2882.28959424,14.9375,31.835,3.09125,8,24.69,87.67,57.13,1.77,0.0,0.8399041549050745,0.542734751580542,49.53107344632768,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,11.480557,1009.281,13.37,0.0,0.0,,5,summer,samcheonpo_coal,1,0.0
2020-08-23,13801.54388832,30253.935984768,2527.6924699200003,14.90375,32.45375,2.7275,8,25.03,86.59,64.86,1.32,0.0,0.9052724312891016,0.4248315256050556,65.59848484848484,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,10.594036,1005.26807,20.1,0.0,0.0,,6,summer,samcheonpo_coal,1,0.0
2020-08-24,15757.478819856,30295.313102448,2355.683974272,16.945,32.40375,2.53,8,24.71,87.11,77.01,1.85,0.0,0.9744093113100726,0.2247809912608941,47.086486486486486,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,10.365251,1002.6689,21.49,0.0,0.0,,0,summer,samcheonpo_coal,1,0.0
2020-08-25,16882.408081007998,30962.489564304,2448.953736336,18.13375,33.0775,2.6275,8,26.73,80.76,198.53,3.64,0.0,-0.3178011539917053,-0.9481573848900512,22.186813186813183,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,11.901798,1001.56744,17.89,0.0,0.0,,1,summer,samcheonpo_coal,1,0.0
2020-08-26,16937.954397792,30754.732013712,2825.756760096,17.98875,32.3375,2.9775,8,27.71,84.63,147.4,10.52,4.25,0.5387707850068629,-0.8424523970071477,8.04467680608365,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,32.074364,998.895,13.59,0.0,0.0,,2,summer,samcheonpo_coal,1,0.0
2020-08-27,15668.78886144,30564.237063744,2215.98518184,16.76875,32.317499999999995,2.35875,8,25.93,91.64,176.66,2.31,23.25,0.0582609869453577,-0.99830138605541,39.67099567099567,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,30.190672,1000.09,7.7,0.0,0.0,,3,summer,samcheonpo_coal,1,0.0
2020-08-28,17237.419031376,30683.166005088,2455.044213744,18.3525,32.3125,2.5925,8,25.13,94.97,137.19,1.21,16.0,0.6795693539319416,-0.7336112684497993,78.48760330578513,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,11.298495,1004.1716,5.65,0.0,0.0,,4,summer,samcheonpo_coal,1,0.0
2020-08-29,17608.00686624,30201.465395376003,2473.87074696,19.07,32.36125,2.66625,8,25.8,94.0,178.03,0.92,0.75,0.0343762121290923,-0.9994089633576716,102.17391304347824,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,11.177405,1006.23444,6.3,0.0,0.0,,5,summer,samcheonpo_coal,1,0.0
2020-08-30,14154.282560592,25665.26322456,2725.69769712,11.341818181818182,20.343636363636364,2.35,11,26.25,87.76,136.1,1.71,0.0,0.693401828275813,-0.7205511116803304,51.32163742690059,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,6.849467,1007.4073,19.58,0.0,0.0,,6,summer,samcheonpo_coal,1,0.0
2020-08-31,18203.996173824,27874.629718704,2931.5018314080003,14.592727272727274,21.996363636363636,2.7554545454545454,12,24.21,79.12,41.48,6.9,0.0,0.6623585729863368,0.7491869731859354,11.466666666666669,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,36.332270087901236,84.0968769817284,,0.0,15.815435,1008.325,15.75,0.0,0.0,,0,summer,samcheonpo_coal,1,0.0
2020-09-01,18342.368472096,28870.133016816,2624.42687256,13.506666666666668,21.245833333333337,2.3525,12,26.01,83.51,56.06,4.06,0.0,0.8296227033165013,0.5583244309018014,20.56896551724138,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,17.0763,1005.3985,13.28,0.0,0.0,,1,autumn,samcheonpo_coal,1,0.0
2020-09-02,15177.699660096,29401.640445168,2436.1234524,10.88,21.008333333333333,1.9125,12,25.11,91.9,65.95,16.75,38.19,0.9131901651548396,0.4075337069059155,5.486567164179105,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,42.06458,994.8169,5.68,0.0,0.0,,2,autumn,samcheonpo_coal,1,0.0
2020-09-03,16391.01043296,29462.166570384,3089.8005490080004,35.67416666666667,42.1875,25.33666666666667,12,22.81,76.14,303.16,5.17,11.75,-0.8371463807580397,0.5469789184088498,14.727272727272728,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,56.985847,992.13574,19.69,0.0,0.0,,3,autumn,samcheonpo_coal,1,0.0
2020-09-04,14403.894438816,27152.729695728,2282.92521984,13.538333333333334,28.93166666666667,22.7625,12,21.24,86.26,61.38,1.74,0.0,0.8778158269611217,0.478998302644761,49.57471264367816,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,10.464797,1009.61035,23.14,0.0,0.0,,4,autumn,samcheonpo_coal,1,0.0
2020-09-05,17150.115702672,28386.443743632,2461.782388752,54.723333333333336,60.50833333333333,24.531666666666663,12,18.81,92.08,77.16,2.99,6.87,0.9749944466507005,0.2222292262513965,30.795986622073578,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,15.94601,1010.18036,4.09,0.0,0.0,,5,autumn,samcheonpo_coal,1,0.0
2020-09-06,12679.243003584,29006.032370976,1855.316001312,19.885,37.54416666666666,16.415833333333335,12,20.55,88.37,26.89,15.1,1.0,0.4522790543900706,0.8918764807752381,5.852317880794702,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,37.107944,1002.492,4.01,0.0,0.0,,6,autumn,samcheonpo_coal,1,0.0
2020-09-07,12659.765273568,30239.466077376,2258.547984288,26.185,53.69083333333333,23.903333333333336,12,22.72,78.81,247.47,10.16,3.5,-0.9236790333004076,-0.3831671220775925,7.756889763779528,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,44.64145,986.54004,6.39,0.0,0.0,,0,autumn,samcheonpo_coal,1,0.0
2020-09-08,12135.2111172,31572.565715808,2625.132630672,25.609166666666667,92.65333333333336,27.57916666666667,12,23.73,91.09,179.04,2.19,0.0,0.0167543768689817,-0.9998596355767804,41.593607305936075,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,22.86496,1007.8493,20.34,0.0,0.0,,1,autumn,samcheonpo_coal,1,0.0
2020-09-09,13811.974167744,29760.293511648,3098.97784224,31.239166666666662,33.166666666666664,23.415833333333335,12,22.69,87.42,181.55,1.18,0.25,-0.0270493038153317,-0.9996341006403824,74.08474576271188,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,12.397806,1007.91675,19.11,0.0,0.0,,2,autumn,samcheonpo_coal,1,0.0
2020-09-10,12350.906241984,29899.337629103997,2601.452919456,9.090833333333334,21.225833333333338,31.925833333333333,12,22.4,87.95,26.71,2.44,0.0,0.4494749144932796,0.8932929537622353,36.045081967213115,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,7.7879906,1005.70483,17.26,0.0,0.0,,3,autumn,samcheonpo_coal,1,0.0
2020-09-11,8988.282618768,29271.72769632,2652.478598448,6.6725,21.0175,34.96,12,21.89,82.3,108.37,6.12,0.25,0.949041155016339,-0.3151521633834254,13.447712418300654,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,17.76081,1009.3372,4.88,0.0,0.0,,4,autumn,samcheonpo_coal,1,0.0
2020-09-12,12487.42074024,28665.958413744,2309.619833568,9.694166666666666,21.481666666666666,32.19833333333333,12,21.47,76.37,57.8,3.8,0.0,0.8461931661275639,0.5328762760707302,20.097368421052632,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,22.065973,1009.2393,13.03,0.0,0.0,,5,autumn,samcheonpo_coal,1,0.0
2020-09-13,13774.586919552,28895.878519344,2572.454248848,10.630833333333332,21.643333333333334,30.403333333333332,12,20.81,85.17,164.48,1.18,0.0,0.2675747302739528,-0.9635371107117884,72.17796610169492,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,12.682018,1011.71826,13.06,0.0,0.0,,6,autumn,samcheonpo_coal,1,0.0
2020-09-14,10431.556357968,29555.822595744,2658.361912704,7.8625,21.603333333333335,29.221666666666668,12,20.69,91.76,68.89,2.85,0.0,0.9328906893201296,0.3601596337456678,32.19649122807018,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,11.609651,1010.8681,17.62,0.0,0.0,,0,autumn,samcheonpo_coal,1,0.0
2020-09-15,12987.572456304,29867.101059024,2612.1167393759997,9.685,34.64083333333333,31.78833333333333,12,21.6,85.74,62.63,2.53,0.0,0.8880562234694231,0.4597348626732869,33.88932806324111,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,11.304229,1009.7911,15.33,0.0,0.0,,1,autumn,samcheonpo_coal,1,0.0
2020-09-16,14015.500122528,30216.377845152,7024.328643744,10.505,22.015833333333333,20.0,12,21.87,95.01,111.02,1.5,1.0,0.9334552756097068,-0.3586938087511495,63.34,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,10.028439,1006.9003,8.55,0.0,0.0,,2,autumn,samcheonpo_coal,1,0.0
2020-09-17,14450.222684735998,30910.13447544,2922.3071530559996,10.644166666666669,22.84166666666667,11.490833333333333,12,18.98,97.91,101.02,0.98,4.0,0.9815605187406344,-0.1911516362724024,99.90816326530611,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,8.557102,1007.137,4.45,0.0,0.0,,3,autumn,samcheonpo_coal,1,0.0
2020-09-18,15290.193353616,30362.10994512,2599.963623792,11.463333333333331,22.6525,10.715833333333334,12,17.32,83.65,48.47,2.66,0.75,0.7486086710936931,0.6630121096656794,31.447368421052634,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,13.358861,1010.15814,12.56,0.0,0.0,,4,autumn,samcheonpo_coal,1,0.0
2020-09-19,14556.175074432,30169.925376912,2674.532072736,11.030833333333334,22.78333333333333,9.4775,12,19.4,74.83,65.3,2.34,0.0,0.9085081775267216,0.4178670738010768,31.97863247863248,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,14.799459,1013.0208,20.31,0.0,0.0,,5,autumn,samcheonpo_coal,1,0.0
2020-09-20,15214.066970688,30364.818719616,2796.029305776,11.5825,23.03833333333333,9.444166666666666,12,18.36,69.01,35.67,3.41,0.0,0.5831159254446159,0.8123889570229701,20.237536656891496,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,15.629972,1013.16034,21.86,0.0,0.0,,6,autumn,samcheonpo_coal,1,0.0
2020-09-21,15602.689656,30480.868407024,3136.679733888,11.77,23.01833333333333,10.245833333333334,12,19.17,64.92,83.23,4.9,0.0,0.9930273681629728,0.1178840365754416,13.248979591836736,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,15.7908325,1014.17914,21.39,0.0,0.0,,0,autumn,samcheonpo_coal,1,0.0
2020-09-22,17161.729044480002,30228.441921216003,2945.234098944,12.96,22.74083333333333,11.138333333333334,12,17.53,70.63,57.69,6.41,0.0,0.8451685582696294,0.5344998672707374,11.018720748829953,18031.3,0.0,6.033333333333333,1.0,0.0,45281.433333333334,37.33952469113537,84.83819805468467,,0.0,19.201874,1013.9368,14.3,0.0,0.0,,1,autumn,samcheonpo_coal,1,0.0
