date,SOx,NOx,먼지,n_units,gen_mwh,utilization,heat_efficiency,temp_mean,humidity_mean,wind_speed_mean,wind_speed_max,wind_sin,wind_cos,precipitation,stagnation_idx,solar_radiation,유연탄,유류,우드펠릿,api_gen_mwh,gen_mwh_combined,coal_ratio,oil_ratio,biomass_ratio,renewable_ratio,solar_mwh,wind_mwh,is_coal,plant,month,dayofweek,year,season,seasonal_mgmt,SOx_lag1,SOx_lag7,NOx_lag1,NOx_lag7,먼지_lag1,먼지_lag7
2020-08-04,714.8019108960001,5820.387726384,299.07475344,2.0,11007.516129032258,71.08189064363647,36.74871460263222,26.5,92.0,3.222222222222222,4.805555555555555,0.0348994967025011,-0.9993908270190958,3.3,28.55172413793104,19.61,5865.354838709677,7.483870967741935,0.0,,11007.516129032258,0.9987256808269893,0.001274319173010799,0.0,0.0,0.0,0.0,1,여수,8,1,2020,summer,0,352.3971048479999,62.050786560000006,5638.081830336,5982.4501884,325.377149472,313.700748912
2020-08-05,536.547948192,5598.349513056,274.26893846400003,2.0,11007.516129032258,71.08189064363647,36.74871460263222,26.7,91.0,4.972222222222221,7.027777777777778,0.2419218955996677,-0.9702957262759964,10.2,18.30167597765363,15.78,5865.354838709677,7.483870967741935,0.0,,11007.516129032258,0.9987256808269893,0.001274319173010799,0.0,0.0,0.0,0.0,1,여수,8,2,2020,summer,0,714.8019108960001,145.54310587199998,5820.387726384,6513.245728128,299.07475344,324.68346144
2020-08-06,674.1070739999999,5528.2208508,267.4353348,2.0,11007.516129032258,71.08189064363647,36.74871460263222,25.9,93.0,6.055555555555555,8.194444444444445,-0.5591929034707467,-0.8290375725550418,21.1,15.357798165137616,7.39,5865.354838709677,7.483870967741935,0.0,,11007.516129032258,0.9987256808269893,0.001274319173010799,0.0,0.0,0.0,0.0,1,여수,8,3,2020,summer,0,536.547948192,280.345609008,5598.349513056,6206.4228011039995,274.26893846400003,324.60784084799997
2020-08-07,492.81161198399997,5563.597792896,267.87867091199996,2.0,11007.516129032258,71.08189064363647,36.74871460263222,25.4,95.0,3.5833333333333335,5.972222222222222,-0.4539904997395467,-0.8910065241883679,22.6,26.51162790697674,8.91,5865.354838709677,7.483870967741935,0.0,,11007.516129032258,0.9987256808269893,0.001274319173010799,0.0,0.0,0.0,0.0,1,여수,8,4,2020,summer,0,674.1070739999999,422.97178305600005,5528.2208508,6025.044423887999,267.4353348,329.90825131199995
2020-08-08,521.511348384,5431.289181696,273.07804420800005,2.0,11007.516129032258,71.08189064363647,36.74871460263222,25.6,95.0,4.888888888888889,7.583333333333333,-0.4848096202463369,-0.8746197071393959,32.2,19.43181818181818,7.54,5865.354838709677,7.483870967741935,0.0,,11007.516129032258,0.9987256808269893,0.001274319173010799,0.0,0.0,0.0,0.0,1,여수,8,5,2020,summer,0,492.81161198399997,362.22110928000006,5563.597792896,5338.333866384,267.87867091199996,313.103771136
2020-08-09,462.37719110399996,5097.777355872,274.289168592,2.0,11007.516129032258,71.08189064363647,36.74871460263222,26.8,88.0,6.694444444444445,7.888888888888888,-0.1564344650402307,-0.9876883405951378,2.4,13.145228215767634,19.55,5865.354838709677,7.483870967741935,0.0,,11007.516129032258,0.9987256808269893,0.001274319173010799,0.0,0.0,0.0,0.0,1,여수,8,6,2020,summer,0,521.511348384,315.01516550400004,5431.289181696,5477.637064464001,273.07804420800005,318.84802329600006
2020-08-10,1927.9966356,5982.1949023199995,286.346478096,2.0,11007.516129032258,71.08189064363647,36.74871460263222,26.0,94.0,4.888888888888889,7.694444444444444,0.0174524064372834,-0.9998476951563912,63.3,19.227272727272727,8.92,5865.354838709677,7.483870967741935,0.0,,11007.516129032258,0.9987256808269893,0.001274319173010799,0.0,0.0,0.0,0.0,1,여수,8,0,2020,summer,0,462.37719110399996,352.3971048479999,5097.777355872,5638.081830336,274.289168592,325.377149472
2020-08-11,2597.4758626559997,6212.811220128,287.208787824,2.0,11007.516129032258,71.08189064363647,36.74871460263222,26.1,94.0,3.944444444444444,6.499999999999999,-0.4539904997395467,-0.8910065241883679,19.7,23.83098591549296,16.26,5865.354838709677,7.483870967741935,0.0,,11007.516129032258,0.9987256808269893,0.001274319173010799,0.0,0.0,0.0,0.0,1,여수,8,1,2020,summer,0,1927.9966356,714.8019108960001,5982.1949023199995,5820.387726384,286.346478096,299.07475344
2020-08-12,2187.712895184,5951.314164672,292.970480832,2.0,11007.516129032258,71.08189064363647,36.74871460263222,26.7,93.0,3.194444444444444,5.249999999999999,-0.5000000000000001,-0.8660254037844386,6.2,29.11304347826087,15.13,5865.354838709677,7.483870967741935,0.0,,11007.516129032258,0.9987256808269893,0.001274319173010799,0.0,0.0,0.0,0.0,1,여수,8,2,2020,summer,0,2597.4758626559997,536.547948192,6212.811220128,5598.349513056,287.208787824,274.26893846400003
2020-08-13,1958.664345264,5872.330050336001,292.746727152,2.0,11007.516129032258,71.08189064363647,36.74871460263222,27.1,90.0,2.9166666666666665,5.805555555555555,-0.4694715627858908,-0.8829475928589269,0.5,30.857142857142858,21.84,5865.354838709677,7.483870967741935,0.0,,11007.516129032258,0.9987256808269893,0.001274319173010799,0.0,0.0,0.0,0.0,1,여수,8,3,2020,summer,0,2187.712895184,674.1070739999999,5951.314164672,5528.2208508,292.970480832,267.4353348
2020-08-14,2028.3943901760003,6093.992725056,310.420519776,2.0,11007.516129032258,71.08189064363647,36.74871460263222,27.7,89.0,4.138888888888889,5.75,-0.6293203910498376,-0.7771459614569708,0.0,21.503355704697984,22.63,5865.354838709677,7.483870967741935,0.0,,11007.516129032258,0.9987256808269893,0.001274319173010799,0.0,0.0,0.0,0.0,1,여수,8,4,2020,summer,0,1958.664345264,492.81161198399997,5872.330050336001,5563.597792896,292.746727152,267.87867091199996
2020-08-15,1104.730262064,5522.188030415999,314.008892352,2.0,11007.516129032258,71.08189064363647,36.74871460263222,28.0,85.0,3.5277777777777777,4.694444444444444,-0.848048096156426,-0.529919264233205,0.0,24.094488188976374,24.02,5865.354838709677,7.483870967741935,0.0,,11007.516129032258,0.9987256808269893,0.001274319173010799,0.0,0.0,0.0,0.0,1,여수,8,5,2020,summer,0,2028.3943901760003,521.511348384,6093.992725056,5431.289181696,310.420519776,273.07804420800005
2020-08-16,422.303932224,5758.0964791199995,332.593445808,2.0,11007.516129032258,71.08189064363647,36.74871460263222,27.5,86.0,3.0277777777777777,4.666666666666667,-0.848048096156426,-0.529919264233205,0.0,28.403669724770644,23.34,5865.354838709677,7.483870967741935,0.0,,11007.516129032258,0.9987256808269893,0.001274319173010799,0.0,0.0,0.0,0.0,1,여수,8,6,2020,summer,0,1104.730262064,462.37719110399996,5522.188030415999,5097.777355872,314.008892352,274.289168592
2020-08-17,316.058501952,6022.451284992001,340.7202794880001,2.0,11007.516129032258,71.08189064363647,36.74871460263222,27.9,85.0,2.4444444444444446,3.222222222222222,-0.9986295347545738,-0.0523359562429443,0.0,34.77272727272727,25.38,5865.354838709677,7.483870967741935,0.0,,11007.516129032258,0.9987256808269893,0.001274319173010799,0.0,0.0,0.0,0.0,1,여수,8,0,2020,summer,0,422.303932224,1927.9966356,5758.0964791199995,5982.1949023199995,332.593445808,286.346478096
2020-08-18,136.07130528000002,5846.303429568001,345.64804704000005,2.0,11007.516129032258,71.08189064363647,36.74871460263222,28.3,85.0,2.1944444444444446,3.7777777777777777,-0.981627183447664,-0.1908089953765446,0.0,38.73417721518987,24.56,5865.354838709677,7.483870967741935,0.0,,11007.516129032258,0.9987256808269893,0.001274319173010799,0.0,0.0,0.0,0.0,1,여수,8,1,2020,summer,0,316.058501952,2597.4758626559997,6022.451284992001,6212.811220128,340.7202794880001,287.208787824
2020-08-19,115.712250192,6021.260343216,343.64422713600004,2.0,11007.516129032258,71.08189064363647,36.74871460263222,28.8,81.0,2.25,3.611111111111111,-0.9781476007338056,0.2079116908177594,0.0,36.0,25.12,5865.354838709677,7.483870967741935,0.0,,11007.516129032258,0.9987256808269893,0.001274319173010799,0.0,0.0,0.0,0.0,1,여수,8,2,2020,summer,0,136.07130528000002,2187.712895184,5846.303429568001,5951.314164672,345.64804704000005,292.970480832
