date,SOx,NOx,먼지,SOx_conc,NOx_conc,dust_conc,n_units,temp_mean,humidity_mean,wind_dir,wind_speed_mean,precipitation,wind_sin,wind_cos,stagnation_idx,유연탄,LNG,oil_ton,coal_ratio,lng_ratio,gen_mwh,heat_efficiency,utilization,api_gen_mwh,solar_mwh,wind_mwh,wind_speed_max,pressure_mean,solar_radiation,renewable_mwh,renewable_ratio,month,dayofweek,season,year,plant_type,is_coal
2020-07-26,639512.46529344,1540990.5945609598,131203.74741696,14.32875,87.42875000000001,38.842499999999994,8,22.33,87.88,155.32,0.88,0.0,0.4175499191700165,-0.908653985299747,99.86363636363636,13506.806451612903,0.0,10.451612903225806,1.0,0.0,32330.709677419356,17.883333333333333,40.093333333333334,,0.0,0.0,12.979984,1003.96625,22.13,0.0,0.0,7,6,summer,2020,samcheonpo_coal,1
2020-07-27,648324.64025856,1606770.37507104,138850.85928384,12.215,87.32,38.54375,8,22.07,98.0,205.68,1.43,7.25,-0.4333445229571871,-0.9012283419994114,68.53146853146853,13506.806451612903,0.0,10.451612903225806,1.0,0.0,32330.709677419356,17.883333333333333,40.093333333333334,,0.0,0.0,10.703569,1004.68695,4.2,0.0,0.0,7,0,summer,2020,samcheonpo_coal,1
2020-07-28,613771.84838592,1578338.67779712,124799.72941728,11.6575,79.33875,39.116249999999994,8,23.49,99.0,203.39,0.81,14.0,-0.3969877061872494,-0.9178239270885163,122.2222222222222,13506.806451612903,0.0,10.451612903225806,1.0,0.0,32330.709677419356,17.883333333333333,40.093333333333334,,0.0,0.0,13.584932,1006.4068,7.17,0.0,0.0,7,1,summer,2020,samcheonpo_coal,1
2020-07-29,488997.8258976,1551108.40615872,114309.4187952,16.32625,68.9875,40.54875,8,23.91,98.61,246.6,0.84,16.5,-0.9177546256839808,-0.3971478906347811,117.39285714285715,13506.806451612903,0.0,10.451612903225806,1.0,0.0,32330.709677419356,17.883333333333333,40.093333333333334,,0.0,0.0,8.427383,1009.51373,8.25,0.0,0.0,7,2,summer,2020,samcheonpo_coal,1
2020-07-30,507597.36722784,1552782.0499056,126184.42436544,12.97875,62.005,46.04375,8,23.27,97.01,113.61,1.44,21.0,0.916292841517839,-0.4005089619261528,67.36805555555556,13506.806451612903,0.0,10.451612903225806,1.0,0.0,32330.709677419356,17.883333333333333,40.093333333333334,,0.0,0.0,8.225035,1010.9714,8.08,0.0,0.0,7,3,summer,2020,samcheonpo_coal,1
2020-07-31,481813.53887232,1581154.32076704,135304.42942368,15.11,67.82625,47.5675,8,24.59,92.96,136.6,1.11,0.0,0.687087510804423,-0.7265746709709758,83.74774774774774,13506.806451612903,0.0,10.451612903225806,1.0,0.0,32330.709677419356,17.883333333333333,40.093333333333334,,0.0,0.0,7.928177,1010.6862,11.6,0.0,0.0,7,4,summer,2020,samcheonpo_coal,1
2020-08-01,471965.5815264,1542414.01398048,126602.27736768,16.37875,65.02374999999999,47.53375,8,25.06,95.36,266.48,1.54,0.0,-0.9981134276520828,-0.0613969505807153,61.92207792207792,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,10.514218,1008.9007,17.59,0.0,0.0,8,5,summer,2020,samcheonpo_coal,1
2020-08-02,482944.20192288,1407081.96048096,118279.00708416,16.6175,60.287499999999994,47.39875000000001,8,25.14,94.01,261.47,2.14,0.0,-0.9889383349666095,-0.148327238339658,43.929906542056074,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,11.983188,1007.2173,14.42,0.0,0.0,8,6,summer,2020,samcheonpo_coal,1
2020-08-03,466161.2360064,1508084.33163552,115080.14763648002,14.31125,59.87625,47.15875,8,25.12,92.9,79.26,2.46,0.0,0.982482937347394,0.1863525632269032,37.764227642276424,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,12.015589,1007.3968,13.69,0.0,0.0,8,0,summer,2020,samcheonpo_coal,1
2020-08-04,517778.5941792,1568527.25674752,123086.17789056,10.19625,65.88374999999999,41.595,8,26.49,92.6,204.51,3.22,0.0,-0.4148520545417176,-0.9098888793927068,28.75776397515527,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,11.27553,1009.336,19.61,0.0,0.0,8,1,summer,2020,samcheonpo_coal,1
2020-08-05,534240.7417152,1544304.9413376,124196.3724096,14.63875,59.2075,38.486250000000005,8,24.8,96.0,241.5,7.88,0.5,-0.8788171126619653,-0.4771587602596087,12.18274111675127,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,19.469975,1010.3125,15.18,0.0,0.0,8,2,summer,2020,samcheonpo_coal,1
2020-08-06,601834.98871008,1535895.89909568,134225.4251232,20.1775,58.7025,39.34625,8,24.6,95.01,193.76,1.39,2.5,-0.2378554198779626,-0.97130057100502,68.35251798561151,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,19.483284,1005.9296,5.03,0.0,0.0,8,3,summer,2020,samcheonpo_coal,1
2020-08-07,631445.7022416,1507995.36196992,129100.86342432,11.49375,55.8225,34.8325,8,24.8,95.01,236.13,1.64,4.75,-0.8303042059618937,-0.5573104391288477,57.9329268292683,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,15.745627,1004.00836,4.69,0.0,0.0,8,4,summer,2020,samcheonpo_coal,1
2020-08-08,626935.2157036801,1538002.72586592,135234.1426176,12.9075,54.4225,33.5625,8,24.51,97.01,223.94,6.86,15.74,-0.6939046988302457,-0.7200668503280135,14.14139941690962,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,15.175612,1001.2797,2.71,0.0,0.0,8,5,summer,2020,samcheonpo_coal,1
2020-08-09,598565.65138272,1490594.74245504,130035.9808368,13.82125,44.4125,15.7525,8,24.59,96.0,262.72,7.41,2.25,-0.9919387360751216,-0.126718364390054,12.955465587044534,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,16.575644,1002.4807,19.2,0.0,0.0,8,6,summer,2020,samcheonpo_coal,1
2020-08-10,628456.40434368,1506955.97861856,140006.0766096,16.81,44.39375,21.78125,8,24.64,97.33,201.84,1.54,29.75,-0.3720159503869815,-0.9282263369769632,63.2012987012987,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,23.847115,1001.04486,5.63,0.0,0.0,8,0,summer,2020,samcheonpo_coal,1
2020-08-11,644013.78714144,1538206.04987136,143080.8995952,18.28375,48.55125,26.91375,8,25.14,98.0,153.4,1.22,8.13,0.4477590878387698,-0.8941542368393681,80.32786885245902,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,15.596767,1007.02057,14.49,0.0,0.0,8,1,summer,2020,samcheonpo_coal,1
2020-08-12,670492.35857952,1509885.97016544,143649.13462272,13.6275,41.36125,17.90125,8,25.12,94.99,163.21,1.7,7.75,0.2888647087708592,-0.9573699285159978,55.87647058823529,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,11.119281,1010.03265,6.49,0.0,0.0,8,2,summer,2020,samcheonpo_coal,1
2020-08-13,707811.19233984,1502331.58976832,145860.12138816,18.05,38.45625,15.03375,8,26.06,94.92,238.41,3.77,0.0,-0.8518183739629722,-0.5238372435967854,25.177718832891248,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,12.496718,1008.16675,20.43,0.0,0.0,8,3,summer,2020,samcheonpo_coal,1
2020-08-14,638646.54847488,1412847.48678336,149084.88712416,16.1075,33.3975,18.74375,8,26.1,91.13,56.6,1.52,0.0,0.8348478632634065,0.5504807400849956,59.95394736842105,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,16.548256,1005.08765,20.21,0.0,0.0,8,4,summer,2020,samcheonpo_coal,1
2020-08-15,554102.7600528,1386694.8329846398,133457.14894464,15.98,36.06625,38.2675,8,25.28,91.84,170.55,1.09,0.0,0.164186846568863,-0.9864292571764954,84.25688073394495,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,15.496736,1006.3464,23.14,0.0,0.0,8,5,summer,2020,samcheonpo_coal,1
2020-08-16,536174.5612032,1426633.72624224,130981.80161952,17.7575,35.75,26.785,8,25.74,91.69,111.09,1.71,0.0,0.9330163519114588,-0.3598339715283048,53.61988304093567,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,13.397612,1008.1404,23.44,0.0,0.0,8,6,summer,2020,samcheonpo_coal,1
2020-08-17,862484.7740659199,1482712.4851776,183747.50472384,22.29375,38.97,46.73,8,25.43,91.89,67.76,1.35,0.0,0.925606576571252,0.378487074294548,68.06666666666666,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,10.296251,1009.8386,25.59,0.0,0.0,8,0,summer,2020,samcheonpo_coal,1
2020-08-18,657925.7329152,1731000.8562911998,183249.79053408,17.8475,46.00125,15.62,8,25.23,91.81,74.24,2.4,0.0,0.962407846499124,0.2716084258577387,38.25416666666667,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,9.693296,1009.21344,24.99,0.0,0.0,8,1,summer,2020,samcheonpo_coal,1
2020-08-19,768292.37302176,1725171.89245632,158764.62504384,14.3675,32.035000000000004,2.90125,8,25.9,89.74,65.94,2.07,0.0,0.9131190231965356,0.407693082448801,43.35265700483092,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,8.557102,1007.2172,25.5,0.0,0.0,8,2,summer,2020,samcheonpo_coal,1
2020-08-20,872433.37697472,1834079.99930208,164746.01209536,15.60625,32.4825,2.93375,8,26.34,88.38,231.19,0.82,0.0,-0.779228590065895,-0.6267398219547864,107.78048780487804,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,10.966713,1008.26154,25.29,0.0,0.0,8,3,summer,2020,samcheonpo_coal,1
2020-08-21,1040505.4339056,1829362.7412172805,160205.57029728,18.655,32.52375,2.8525,8,24.74,89.07,216.93,2.3,0.0,-0.6008388569104955,-0.7993701695875879,38.72608695652174,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,10.144082,1010.2986,23.64,0.0,0.0,8,4,summer,2020,samcheonpo_coal,1
2020-08-22,830430.99032256,1783102.13876448,172937.3756544,14.9375,31.835,3.09125,8,24.69,87.67,57.13,1.77,0.0,0.8399041549050745,0.542734751580542,49.53107344632768,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,11.480557,1009.281,13.37,0.0,0.0,8,5,summer,2020,samcheonpo_coal,1
2020-08-23,828092.6332992,1815236.15908608,151661.5481952,14.90375,32.45375,2.7275,8,25.03,86.59,64.86,1.32,0.0,0.9052724312891016,0.4248315256050556,65.59848484848484,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,10.594036,1005.26807,20.1,0.0,0.0,8,6,summer,2020,samcheonpo_coal,1
2020-08-24,945448.72919136,1817718.78614688,141341.03845632,16.945,32.40375,2.53,8,24.71,87.11,77.01,1.85,0.0,0.9744093113100726,0.2247809912608941,47.086486486486486,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,10.365251,1002.6689,21.49,0.0,0.0,8,0,summer,2020,samcheonpo_coal,1
2020-08-25,1012944.48486048,1857749.37385824,146937.22418016,18.13375,33.0775,2.6275,8,26.73,80.76,198.53,3.64,0.0,-0.3178011539917053,-0.9481573848900512,22.186813186813183,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,11.901798,1001.56744,17.89,0.0,0.0,8,1,summer,2020,samcheonpo_coal,1
2020-08-26,1016277.26386752,1845283.92082272,169545.40560576,17.98875,32.3375,2.9775,8,27.71,84.63,147.4,10.52,4.25,0.5387707850068629,-0.8424523970071477,8.04467680608365,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,32.074364,998.895,13.59,0.0,0.0,8,2,summer,2020,samcheonpo_coal,1
2020-08-27,940127.3316864,1833854.22382464,132959.1109104,16.76875,32.317499999999995,2.35875,8,25.93,91.64,176.66,2.31,23.25,0.0582609869453577,-0.99830138605541,39.67099567099567,16300.290322580646,0.0,14.483870967741936,1.0,0.0,40826.6129032258,24.113333333333333,50.62833333333333,,0.0,0.0,30.190672,1000.09,7.7,0.0,0.0,8,3,summer,2020,samcheonpo_coal,1
