date,SOx,NOx,먼지,n_units,gen_mwh,utilization,heat_efficiency,temp_mean,humidity_mean,wind_speed_mean,wind_speed_max,wind_sin,wind_cos,precipitation,stagnation_idx,solar_radiation,유연탄,무연탄,유류,우드펠릿,api_gen_mwh,gen_mwh_combined,coal_ratio,biomass_ratio,oil_ratio,renewable_ratio,solar_mwh,wind_mwh,is_coal,plant,month,dayofweek,year,season,seasonal_mgmt,SOx_lag1,SOx_lag7,NOx_lag1,NOx_lag7,먼지_lag1,먼지_lag7
2020-08-15,199.638098208,2173.3671384,263.83268102400007,2.0,5426.8387096774195,73.27682105663608,35.67,26.94,80.53,1.54,3.611111111111111,-0.23700770976739477,-0.9715077691458851,38.5,52.29220779220779,14.08,0.0,0.0,46.03225806451613,3095.7419354838707,,5426.8387096774195,0.0,0.9853483238359259,0.014651676164074132,0.0,0.0,0.0,1,영동,8,5,2020,summer,0,216.17271633599998,233.77576752000004,3993.78810312,6195.49409232,265.65677524800003,414.29990419200004
2020-08-16,203.01399014399996,2385.3036384,261.926791776,2.0,5426.8387096774195,73.27682105663608,35.67,27.95,71.94,3.15,1.9166666666666667,-0.8562670846003281,-0.516533328866642,0.0,22.83809523809524,20.95,0.0,0.0,46.03225806451613,3095.7419354838707,,5426.8387096774195,0.0,0.9853483238359259,0.014651676164074132,0.0,0.0,0.0,1,영동,8,6,2020,summer,0,199.638098208,373.31942256,2173.3671384,5573.393399952,263.83268102400007,461.99584972800005
2020-08-17,332.572403664,2021.506002288,264.33400550400006,2.0,5426.8387096774195,73.27682105663608,35.67,26.03,86.89,1.11,4.138888888888889,-0.08089478766207635,-0.9967226461403933,0.0,78.27927927927928,24.82,0.0,0.0,46.03225806451613,3095.7419354838707,,5426.8387096774195,0.0,0.9853483238359259,0.014651676164074132,0.0,0.0,0.0,1,영동,8,0,2020,summer,0,203.01399014399996,359.510666112,2385.3036384,5955.213227904001,261.926791776,517.026036096
2020-08-18,393.56205494400007,1714.781997792,250.005030912,2.0,5426.8387096774195,73.27682105663608,35.67,25.43,80.6,2.16,3.0277777777777777,0.09706178655843466,-0.9952783578427117,0.0,37.31481481481481,25.13,0.0,0.0,46.03225806451613,3095.7419354838707,,5426.8387096774195,0.0,0.9853483238359259,0.014651676164074132,0.0,0.0,0.0,1,영동,8,1,2020,summer,0,332.572403664,342.567039024,2021.506002288,5383.325781504,264.33400550400006,578.74925304
2020-08-19,401.90790297599995,3561.0519935519997,255.89229134399997,2.0,5426.8387096774195,73.27682105663608,35.67,26.11,70.24,1.61,2.833333333333333,-0.4845042908443979,-0.8747888843334528,0.0,43.627329192546576,25.08,0.0,0.0,46.03225806451613,3095.7419354838707,,5426.8387096774195,0.0,0.9853483238359259,0.014651676164074132,0.0,0.0,0.0,1,영동,8,2,2020,summer,0,393.56205494400007,483.31381752,1714.781997792,2531.0016230399997,250.005030912,433.16520912
2020-08-20,237.694384512,3502.172913983999,308.30254272,2.0,5426.8387096774195,73.27682105663608,35.67,23.09,97.55,0.88,3.611111111111111,0.16642455901778888,0.986054190273402,1.0,110.85227272727272,23.08,0.0,0.0,46.03225806451613,3095.7419354838707,,5426.8387096774195,0.0,0.9853483238359259,0.014651676164074132,0.0,0.0,0.0,1,영동,8,3,2020,summer,0,401.90790297599995,392.11721308799997,3561.0519935519997,2330.7849115199997,255.89229134399997,394.0581468959999
2020-08-21,324.098014032,3198.718484496,279.2272824,2.0,5426.8387096774195,73.27682105663608,35.67,21.26,96.98,1.61,3.3611111111111107,-0.9360595357389733,-0.35184164840470183,3.0,60.2360248447205,16.51,0.0,0.0,46.03225806451613,3095.7419354838707,,5426.8387096774195,0.0,0.9853483238359259,0.014651676164074132,0.0,0.0,0.0,1,영동,8,4,2020,summer,0,237.694384512,216.17271633599998,3502.172913983999,3993.78810312,308.30254272,265.65677524800003
2020-08-22,213.06695587200002,4261.715037792001,280.678549536,2.0,5426.8387096774195,73.27682105663608,35.67,22.53,95.96,2.73,3.611111111111111,0.002617990887417953,-0.9999965730559848,11.63,35.150183150183146,13.05,0.0,0.0,46.03225806451613,3095.7419354838707,,5426.8387096774195,0.0,0.9853483238359259,0.014651676164074132,0.0,0.0,0.0,1,영동,8,5,2020,summer,0,324.098014032,199.638098208,3198.718484496,2173.3671384,279.2272824,263.83268102400007
2020-08-23,386.9878572,3767.9296356000004,391.71417192,2.0,5426.8387096774195,73.27682105663608,35.67,22.39,86.25,1.67,2.888888888888889,0.71410623884275,-0.7000373416081898,2.0,51.64670658682635,20.25,0.0,0.0,46.03225806451613,3095.7419354838707,,5426.8387096774195,0.0,0.9853483238359259,0.014651676164074132,0.0,0.0,0.0,1,영동,8,6,2020,summer,0,213.06695587200002,203.01399014399996,4261.715037792001,2385.3036384,280.678549536,261.926791776
2020-08-24,845.784493632,2982.940846416,1083.4364049120002,2.0,5426.8387096774195,73.27682105663608,35.67,26.82,79.06,2.72,5.138888888888888,-0.664839324645827,-0.7469863937211177,0.0,29.066176470588236,20.72,0.0,0.0,46.03225806451613,3095.7419354838707,,5426.8387096774195,0.0,0.9853483238359259,0.014651676164074132,0.0,0.0,0.0,1,영동,8,0,2020,summer,0,386.9878572,332.572403664,3767.9296356000004,2021.506002288,391.71417192,264.33400550400006
2020-08-25,178.95287836800003,2836.68273936,327.45380457600004,2.0,5426.8387096774195,73.27682105663608,35.67,26.0,87.71,3.24,5.333333333333333,-0.9804432899092753,0.19680181724739432,0.0,27.070987654320984,22.66,0.0,0.0,46.03225806451613,3095.7419354838707,,5426.8387096774195,0.0,0.9853483238359259,0.014651676164074132,0.0,0.0,0.0,1,영동,8,1,2020,summer,0,845.784493632,393.56205494400007,2982.940846416,1714.781997792,1083.4364049120002,250.005030912
2020-08-26,348.978668976,3779.6599308960003,307.938856032,2.0,5426.8387096774195,73.27682105663608,35.67,25.99,96.62,2.66,6.583333333333333,0.634325823860323,-0.773065811677067,0.0,36.32330827067669,20.06,0.0,0.0,46.03225806451613,3095.7419354838707,,5426.8387096774195,0.0,0.9853483238359259,0.014651676164074132,0.0,0.0,0.0,1,영동,8,2,2020,summer,0,178.95287836800003,401.90790297599995,2836.68273936,3561.0519935519997,327.45380457600004,255.89229134399997
2020-08-27,390.1678545600001,3772.537389504,270.22760654399997,2.0,5426.8387096774195,73.27682105663608,35.67,28.93,75.21,3.51,8.194444444444445,-0.5821229701572893,-0.8131007610470277,0.0,21.427350427350426,16.47,0.0,0.0,46.03225806451613,3095.7419354838707,,5426.8387096774195,0.0,0.9853483238359259,0.014651676164074132,0.0,0.0,0.0,1,영동,8,3,2020,summer,0,348.978668976,237.694384512,3779.6599308960003,3502.172913983999,307.938856032,308.30254272
2020-08-28,362.9154564,3676.18609224,275.003680752,2.0,5426.8387096774195,73.27682105663608,35.67,25.76,95.19,0.73,5.277777777777778,0.16194828888076637,0.9867992459100239,1.0,130.3972602739726,18.0,0.0,0.0,46.03225806451613,3095.7419354838707,,5426.8387096774195,0.0,0.9853483238359259,0.014651676164074132,0.0,0.0,0.0,1,영동,8,4,2020,summer,0,390.1678545600001,324.098014032,3772.537389504,3198.718484496,270.22760654399997,279.2272824
2020-08-29,361.48967712,3753.94644288,285.55676496,2.0,5426.8387096774195,73.27682105663608,35.67,26.13,95.03,0.86,2.111111111111111,0.8110638189893267,0.5849576749872154,1.0,110.5,15.83,0.0,0.0,46.03225806451613,3095.7419354838707,,5426.8387096774195,0.0,0.9853483238359259,0.014651676164074132,0.0,0.0,0.0,1,영동,8,5,2020,summer,0,362.9154564,213.06695587200002,3676.18609224,4261.715037792001,275.003680752,280.678549536
2020-08-30,927.2468748959999,2889.894868272,1072.9753011359999,2.0,5426.8387096774195,73.27682105663608,35.67,23.98,93.19,4.25,5.861111111111112,0.8065477949867325,0.5911688882223419,28.5,21.92705882352941,10.78,0.0,0.0,46.03225806451613,3095.7419354838707,,5426.8387096774195,0.0,0.9853483238359259,0.014651676164074132,0.0,0.0,0.0,1,영동,8,6,2020,summer,0,361.48967712,386.9878572,3753.94644288,3767.9296356000004,285.55676496,391.71417192
